model_name,sequence_length,conc,costh_roof,costh_y,costn_roof,costn_y,costr_roof,costr_y,hwKey,precision,tp,tpPerGpu_roof,tpPerGpu_y,tpPerMw_roof,tpPerMw_y,x,y
gpt-oss 120B,1k-8k,4,True,1.645,True,2.139,True,1.645,h100,fp4,4,True,219.506,True,126881.797,36.396,219.506
gpt-oss 120B,1k-8k,64,True,0.171,True,0.222,True,0.171,h100,fp4,2,True,2117.173,True,1223799.702,122.646,2117.173
gpt-oss 120B,1k-8k,16,True,0.562,True,0.731,True,0.562,h100,fp4,4,True,642.234,True,371233.327,50.663,642.234
gpt-oss 120B,1k-8k,32,True,0.354,True,0.46,True,0.354,h100,fp4,4,True,1019.741,True,589445.653,64.216,1019.741
gpt-oss 120B,1k-8k,8,False,0.602,False,0.783,False,0.602,h100,fp4,2,False,599.567,False,346570.778,54.385,599.567
gpt-oss 120B,1k-8k,32,False,0.246,False,0.319,False,0.246,h100,fp4,2,False,1469.701,False,849538.29,88.762,1469.701
gpt-oss 120B,1k-8k,4,True,3.032,True,3.942,True,3.032,h100,fp4,8,True,119.086,True,68835.556,33.628,119.086
gpt-oss 120B,1k-8k,32,False,0.573,False,0.745,False,0.573,h100,fp4,8,False,630.021,False,364174.024,51.855,630.021
gpt-oss 120B,1k-8k,16,True,0.955,True,1.241,True,0.955,h100,fp4,8,True,378.192,True,218607.829,42.745,378.192
gpt-oss 120B,1k-8k,16,False,0.383,False,0.498,False,0.383,h100,fp4,2,False,942.511,False,544803.966,69.165,942.511
gpt-oss 120B,1k-8k,8,False,1.669,False,2.169,False,1.669,h100,fp4,8,False,216.4,False,125086.665,37.463,216.4
gpt-oss 120B,1k-8k,32,True,0.318,True,0.398,True,0.44,mi300x,fp4,4,True,977.455,True,546064.375,66.855,977.455
gpt-oss 120B,1k-8k,64,True,0.211,True,0.264,True,0.292,mi300x,fp4,4,True,1472.058,True,822378.769,87.969,1472.058
gpt-oss 120B,1k-8k,4,True,2.778,True,3.473,True,3.845,mi300x,fp4,8,True,111.975,True,62556.053,35.463,111.975
gpt-oss 120B,1k-8k,4,False,0.603,False,0.753,False,0.834,mi300x,fp4,1,False,516.229,False,288395.876,61.681,516.229
gpt-oss 120B,1k-8k,8,True,0.82,True,1.025,True,1.134,mi300x,fp4,4,True,379.575,True,212052.909,42.957,379.575
gpt-oss 120B,1k-8k,4,True,1.459,True,1.824,True,2.019,mi300x,fp4,4,True,213.236,True,119126.525,37.168,213.236
gpt-oss 120B,1k-8k,4,True,0.824,True,1.029,True,1.14,mi300x,fp4,2,True,377.788,True,211054.996,42.646,377.788
gpt-oss 120B,1k-8k,16,False,0.838,False,1.047,False,1.159,mi300x,fp4,8,False,371.425,False,207500.208,43.444,371.425
gpt-oss 120B,1k-8k,64,False,0.339,False,0.424,False,0.469,mi300x,fp4,8,False,918.266,False,512997.978,70.406,918.266
gpt-oss 120B,1k-8k,32,False,0.229,False,0.286,False,0.316,mi300x,fp4,2,False,1360.436,False,760020.075,96.15,1360.436
gpt-oss 120B,1k-8k,8,False,0.393,False,0.491,False,0.544,mi300x,fp4,1,False,791.9,False,442402.261,81.537,791.9
gpt-oss 120B,1k-8k,8,False,0.542,False,0.678,False,0.75,mi300x,fp4,2,False,573.752,False,320531.891,56.803,573.752
gpt-oss 120B,1k-8k,32,False,0.511,False,0.639,False,0.707,mi300x,fp4,8,False,608.704,False,340058.337,53.701,608.704
gpt-oss 120B,1k-8k,64,True,0.121,True,0.151,True,0.167,mi300x,fp4,1,True,2572.894,True,1437371.189,202.133,2572.894
gpt-oss 120B,1k-8k,16,False,0.254,False,0.317,False,0.351,mi300x,fp4,1,False,1225.425,False,684595.176,107.046,1225.425
gpt-oss 120B,1k-8k,16,False,0.329,False,0.411,False,0.455,mi300x,fp4,2,False,945.828,False,528395.487,69.004,945.828
gpt-oss 120B,1k-8k,64,True,0.155,True,0.194,True,0.215,mi300x,fp4,2,True,2006.372,True,1120878.346,129.134,2006.372
gpt-oss 120B,1k-8k,8,False,1.463,False,1.829,False,2.025,mi300x,fp4,8,False,212.653,False,118800.39,37.962,212.653
gpt-oss 120B,1k-8k,32,False,0.171,False,0.214,False,0.237,mi300x,fp4,1,False,1818.956,False,1016176.563,143.971,1818.956
gpt-oss 120B,1k-8k,16,True,0.497,True,0.621,True,0.688,mi300x,fp4,4,True,625.785,True,349600.291,52.144,625.785
gpt-oss 120B,1k-8k,16,True,0.155,True,0.199,True,0.22,mi355x,fp4,1,True,2647.761,True,999155.096,49.062,2647.761
gpt-oss 120B,1k-8k,32,False,0.443,False,0.569,False,0.629,mi355x,fp4,8,False,926.978,False,349803.173,35.124,926.978
gpt-oss 120B,1k-8k,4,False,1.423,False,1.827,False,2.019,mi355x,fp4,4,False,288.953,False,109039.03,27.547,288.953
gpt-oss 120B,1k-8k,16,True,0.765,True,0.982,True,1.086,mi355x,fp4,8,True,537.252,True,202736.716,30.023,537.252
gpt-oss 120B,1k-8k,4,True,0.389,True,0.5,True,0.552,mi355x,fp4,1,True,1055.863,True,398438.854,30.269,1055.863
gpt-oss 120B,1k-8k,8,True,1.382,True,1.774,True,1.961,mi355x,fp4,8,True,297.502,True,112265.036,27.14,297.502
gpt-oss 120B,1k-8k,16,False,0.428,False,0.55,False,0.608,mi355x,fp4,4,False,959.775,False,362179.147,33.59,959.775
gpt-oss 120B,1k-8k,4,True,2.601,True,3.34,True,3.691,mi355x,fp4,8,True,158.04,True,59637.726,25.279,158.04
gpt-oss 120B,1k-8k,8,True,0.244,True,0.314,True,0.347,mi355x,fp4,1,True,1681.768,True,634629.247,38.294,1681.768
gpt-oss 120B,1k-8k,64,False,0.255,False,0.328,False,0.362,mi355x,fp4,8,False,1609.228,False,607256.037,39.954,1609.228
gpt-oss 120B,1k-8k,32,False,0.261,False,0.335,False,0.37,mi355x,fp4,4,False,1577.413,False,595250.359,41.295,1577.413
gpt-oss 120B,1k-8k,32,True,0.102,True,0.131,True,0.145,mi355x,fp4,1,True,4033.793,True,1522185.936,65.031,4033.793
gpt-oss 120B,1k-8k,64,False,0.161,False,0.207,False,0.229,mi355x,fp4,4,False,2547.658,False,961380.428,50.547,2547.658
gpt-oss 120B,1k-8k,64,True,0.067,True,0.086,True,0.096,mi355x,fp4,1,True,6104.374,True,2303537.412,85.217,6104.374
gpt-oss 120B,1k-8k,8,False,0.767,False,0.985,False,1.088,mi355x,fp4,4,False,535.988,False,202259.65,30.109,535.988
gpt-oss 120B,1k-8k,16,False,0.261,False,0.322,False,0.296,h200,fp4,1,False,1500.517,False,867351.047,86.018,1500.517
gpt-oss 120B,1k-8k,32,True,0.323,True,0.399,True,0.367,h200,fp4,4,True,1212.207,True,700697.783,54.007,1212.207
gpt-oss 120B,1k-8k,4,False,0.915,False,1.129,False,1.038,h200,fp4,2,False,428.071,False,247439.709,37.862,428.071
gpt-oss 120B,1k-8k,16,False,0.866,False,1.069,False,0.983,h200,fp4,8,False,452.313,False,261452.481,35.92,452.313
gpt-oss 120B,1k-8k,4,False,0.58,False,0.716,False,0.658,h200,fp4,1,False,675.228,False,390305.386,47.836,675.228
gpt-oss 120B,1k-8k,8,False,1.641,False,2.025,False,1.862,h200,fp4,8,False,238.731,False,137994.913,33.775,238.731
gpt-oss 120B,1k-8k,64,True,0.129,True,0.159,True,0.146,h200,fp4,1,True,3047.248,True,1761415.209,170.876,3047.248
gpt-oss 120B,1k-8k,64,False,0.332,False,0.409,False,0.376,h200,fp4,8,False,1181.355,False,682864.024,54.503,1181.355
gpt-oss 120B,1k-8k,8,False,0.391,False,0.482,False,0.443,h200,fp4,1,False,1002.222,False,579318.831,63.481,1002.222
gpt-oss 120B,1k-8k,16,False,0.519,False,0.64,False,0.588,h200,fp4,4,False,755.319,False,436600.425,42.916,755.319
gpt-oss 120B,1k-8k,64,True,0.215,True,0.266,True,0.244,h200,fp4,4,True,1818.664,True,1051251.062,70.856,1818.664
gpt-oss 120B,1k-8k,64,True,0.159,True,0.196,True,0.18,h200,fp4,2,True,2463.674,True,1424089.293,105.531,2463.674
gpt-oss 120B,1k-8k,32,False,0.181,False,0.223,False,0.205,h200,fp4,1,False,2169.405,False,1253991.096,120.654,2169.405
gpt-oss 120B,1k-8k,32,False,0.232,False,0.287,False,0.264,h200,fp4,2,False,1685.88,False,974497.149,77.573,1685.88
gpt-oss 120B,1k-8k,8,False,0.559,False,0.69,False,0.635,h200,fp4,2,False,700.275,False,404783.084,46.44,700.275
gpt-oss 120B,1k-8k,32,True,0.507,True,0.626,True,0.576,h200,fp4,8,True,772.065,True,446280.523,42.199,772.065
gpt-oss 120B,1k-8k,4,True,1.495,True,1.845,True,1.696,h200,fp4,4,True,262.034,True,151464.95,30.689,262.034
gpt-oss 120B,1k-8k,16,False,0.358,False,0.442,False,0.406,h200,fp4,2,False,1094.6,False,632716.792,59.253,1094.6
gpt-oss 120B,1k-8k,8,True,0.863,True,1.065,True,0.979,h200,fp4,4,True,453.748,True,262282.095,35.532,453.748
gpt-oss 120B,1k-8k,4,True,2.71,True,3.344,True,3.075,h200,fp4,8,True,144.537,True,83547.404,27.607,144.537
Llama 3.3 70B Instruct,1k-8k,32,False,0.551,False,0.689,False,0.763,mi300x,fp8,4,False,564.528,False,315378.921,115.666,564.528
Llama 3.3 70B Instruct,1k-8k,4,True,4.91,True,6.138,True,6.795,mi300x,fp8,8,True,63.362,True,35397.735,62.704,63.362
Llama 3.3 70B Instruct,1k-8k,16,True,1.387,True,1.734,True,1.92,mi300x,fp8,8,True,224.24,True,125273.668,72.229,224.24
Llama 3.3 70B Instruct,1k-8k,4,False,3.051,False,3.814,False,4.223,mi300x,fp8,4,False,101.96,False,56960.865,78.259,101.96
Llama 3.3 70B Instruct,1k-8k,16,False,0.932,False,1.166,False,1.29,mi300x,fp8,4,False,333.665,False,186404.99,97.294,333.665
Llama 3.3 70B Instruct,1k-8k,4,False,2.173,False,2.717,False,3.008,mi300x,fp8,2,False,143.155,False,79974.825,111.755,143.155
Llama 3.3 70B Instruct,1k-8k,8,False,0.99,False,1.238,False,1.37,mi300x,fp8,1,False,314.204,False,175533.101,206.285,314.204
Llama 3.3 70B Instruct,1k-8k,8,False,1.658,False,2.072,False,2.294,mi300x,fp8,4,False,187.665,False,104840.771,86.064,187.665
Llama 3.3 70B Instruct,1k-8k,8,False,1.276,False,1.595,False,1.765,mi300x,fp8,2,False,243.879,False,136245.146,132.792,243.879
Llama 3.3 70B Instruct,1k-8k,64,True,0.338,True,0.422,True,0.468,mi300x,fp8,4,True,920.847,True,514439.711,139.614,920.847
Llama 3.3 70B Instruct,1k-8k,32,True,0.823,True,1.029,True,1.139,mi300x,fp8,8,True,378.101,True,211229.41,86.276,378.101
Llama 3.3 70B Instruct,1k-8k,32,False,0.296,False,0.37,False,0.41,mi300x,fp8,1,False,1050.34,False,586782.309,248.184,1050.34
Llama 3.3 70B Instruct,1k-8k,8,True,2.545,True,3.182,True,3.523,mi300x,fp8,8,True,122.221,True,68279.996,66.186,122.221
Llama 3.3 70B Instruct,1k-8k,64,True,0.203,True,0.254,True,0.281,mi300x,fp8,1,True,1530.556,True,855059.032,337.276,1530.556
Llama 3.3 70B Instruct,1k-8k,32,False,0.386,False,0.483,False,0.534,mi300x,fp8,2,False,805.75,False,450139.753,161.977,805.75
Llama 3.3 70B Instruct,1k-8k,64,True,0.541,True,0.676,True,0.748,mi300x,fp8,8,True,575.242,True,321364.404,111.573,575.242
Llama 3.3 70B Instruct,1k-8k,16,False,0.688,False,0.86,False,0.953,mi300x,fp8,2,False,451.964,False,252494,143.522,451.964
Llama 3.3 70B Instruct,1k-8k,4,False,1.845,False,2.306,False,2.553,mi300x,fp8,1,False,168.67,False,94228.82,188.338,168.67
Llama 3.3 70B Instruct,1k-8k,16,False,0.497,False,0.621,False,0.687,mi300x,fp8,1,False,626.596,False,350053.659,207.391,626.596
Llama 3.3 70B Instruct,1k-8k,64,True,0.288,True,0.36,True,0.399,mi300x,fp8,2,True,1079.712,True,603191.223,238.982,1079.712
Llama 3.3 70B Instruct,1k-8k,32,True,0.993,True,1.225,True,1.126,h200,fp8,8,True,394.602,True,228093.522,82.492,394.602
Llama 3.3 70B Instruct,1k-8k,8,False,1.077,False,1.33,False,1.223,h200,fp8,1,False,363.506,False,210118.835,178.044,363.506
Llama 3.3 70B Instruct,1k-8k,8,False,1.327,False,1.638,False,1.506,h200,fp8,2,False,295.092,False,170573.321,109.356,295.092
Llama 3.3 70B Instruct,1k-8k,32,False,0.422,False,0.521,False,0.479,h200,fp8,1,False,928.328,False,536605.889,281.803,928.328
Llama 3.3 70B Instruct,1k-8k,16,True,1.74,True,2.147,True,1.974,h200,fp8,8,True,225.158,True,130149.404,72.01,225.158
Llama 3.3 70B Instruct,1k-8k,64,True,0.608,True,0.751,True,0.69,h200,fp8,8,True,643.781,True,372127.588,99.53,643.781
Llama 3.3 70B Instruct,1k-8k,8,False,1.848,False,2.281,False,2.097,h200,fp8,4,False,211.925,False,122500.134,76.157,211.925
Llama 3.3 70B Instruct,1k-8k,16,False,1.012,False,1.249,False,1.148,h200,fp8,4,False,387.13,False,223774.587,83.606,387.13
Llama 3.3 70B Instruct,1k-8k,64,True,0.304,True,0.375,True,0.345,h200,fp8,2,True,1287.388,True,744155.029,200.084,1287.388
Llama 3.3 70B Instruct,1k-8k,4,False,3.511,False,4.333,False,3.984,h200,fp8,4,False,111.547,False,64478.028,71.503,111.547
Llama 3.3 70B Instruct,1k-8k,16,False,0.771,False,0.951,False,0.874,h200,fp8,2,False,508.233,False,293776.536,127.501,508.233
Llama 3.3 70B Instruct,1k-8k,4,False,1.952,False,2.409,False,2.215,h200,fp8,1,False,200.639,False,115976.39,158.328,200.639
Llama 3.3 70B Instruct,1k-8k,64,True,0.27,True,0.333,True,0.306,h200,fp8,1,True,1450.421,True,838393.782,350.228,1450.421
Llama 3.3 70B Instruct,1k-8k,32,False,0.516,False,0.637,False,0.586,h200,fp8,2,False,758.733,False,438574.147,172.684,758.733
Llama 3.3 70B Instruct,1k-8k,4,False,2.504,False,3.091,False,2.842,h200,fp8,2,False,156.391,False,90399.283,102.072,156.391
Llama 3.3 70B Instruct,1k-8k,32,False,0.706,False,0.871,False,0.801,h200,fp8,4,False,554.88,False,320740.053,117.805,554.88
Llama 3.3 70B Instruct,1k-8k,8,True,3.005,True,3.709,True,3.41,h200,fp8,8,True,130.323,True,75331.273,61.87,130.323
Llama 3.3 70B Instruct,1k-8k,4,True,5.597,True,6.906,True,6.351,h200,fp8,8,True,69.984,True,40453.283,56.985,69.984
Llama 3.3 70B Instruct,1k-8k,64,True,0.412,True,0.509,True,0.468,h200,fp8,4,True,949.669,True,548941.678,135.171,949.669
Llama 3.3 70B Instruct,1k-8k,16,False,0.617,False,0.762,False,0.7,h200,fp8,1,False,634.532,False,366781.537,204.645,634.532
Llama 3.3 70B Instruct,1k-8k,32,False,0.265,False,0.318,False,0.394,b200,fp4,1,False,2042.519,False,941253.057,127.713,2042.519
Llama 3.3 70B Instruct,1k-8k,8,False,1.337,False,1.604,False,1.988,b200,fp8,2,False,405.274,False,186762.298,79.561,405.274
Llama 3.3 70B Instruct,1k-8k,64,True,0.227,True,0.272,True,0.337,b200,fp4,2,True,2386.945,True,1099974.502,107.526,2386.945
Llama 3.3 70B Instruct,1k-8k,8,False,1.192,False,1.43,False,1.772,b200,fp4,2,False,454.586,False,209486.539,70.831,454.586
Llama 3.3 70B Instruct,1k-8k,64,False,0.244,False,0.293,False,0.363,b200,fp8,2,False,2216.275,False,1021324.857,115.742,2216.275
Llama 3.3 70B Instruct,1k-8k,32,False,0.378,False,0.454,False,0.562,b200,fp4,2,False,1432.543,False,660158.163,90.946,1432.543
Llama 3.3 70B Instruct,1k-8k,64,True,0.163,True,0.195,True,0.242,b200,fp4,1,True,3328,True,1533640.482,154.279,3328
Llama 3.3 70B Instruct,1k-8k,16,False,0.454,False,0.544,False,0.675,b200,fp4,1,False,1194.134,False,550292.107,108.948,1194.134
Llama 3.3 70B Instruct,1k-8k,8,True,3.215,True,3.857,True,4.781,b200,fp8,8,True,168.506,True,77652.516,47.732,168.506
Llama 3.3 70B Instruct,1k-8k,8,False,1.03,False,1.235,False,1.531,b200,fp8,1,False,526.103,False,242443.744,122.723,526.103
Llama 3.3 70B Instruct,1k-8k,4,True,6.371,True,7.645,True,9.475,b200,fp4,8,True,85.019,True,39179.493,46.876,85.019
Llama 3.3 70B Instruct,1k-8k,16,False,1.873,False,2.248,False,2.786,b200,fp4,8,False,289.12,False,133235.118,55.938,289.12
Llama 3.3 70B Instruct,1k-8k,16,True,1.741,True,2.089,True,2.589,b200,fp8,8,True,311.091,True,143359.995,52.169,311.091
Llama 3.3 70B Instruct,1k-8k,64,False,0.649,False,0.779,False,0.965,b200,fp4,8,False,834.857,False,384726.803,76.658,834.857
Llama 3.3 70B Instruct,1k-8k,32,True,0.982,True,1.179,True,1.461,b200,fp8,8,True,551.481,True,254138.804,59.018,551.481
Llama 3.3 70B Instruct,1k-8k,16,False,0.556,False,0.668,False,0.827,b200,fp8,1,False,973.685,False,448702.81,133.43,973.685
Llama 3.3 70B Instruct,1k-8k,64,False,0.617,False,0.74,False,0.918,b200,fp8,8,False,877.865,False,404545.853,73.203,877.865
Llama 3.3 70B Instruct,1k-8k,32,False,0.602,False,0.722,False,0.895,b200,fp8,4,False,899.823,False,414665.107,72.47,899.823
Llama 3.3 70B Instruct,1k-8k,32,False,1.004,False,1.205,False,1.494,b200,fp4,8,False,539.331,False,248539.714,60.207,539.331
Llama 3.3 70B Instruct,1k-8k,4,False,1.997,False,2.397,False,2.97,b200,fp8,1,False,271.196,False,124974.886,117.533,271.196
Llama 3.3 70B Instruct,1k-8k,16,False,0.649,False,0.779,False,0.966,b200,fp4,2,False,834.086,False,384371.234,77.81,834.086
Llama 3.3 70B Instruct,1k-8k,8,False,3.309,False,3.971,False,4.921,b200,fp4,8,False,163.707,False,75440.798,49.177,163.707
Llama 3.3 70B Instruct,1k-8k,64,False,0.358,False,0.429,False,0.532,b200,fp8,4,False,1514.274,False,697822.088,84.799,1514.274
Llama 3.3 70B Instruct,1k-8k,16,True,0.984,True,1.181,True,1.463,b200,fp4,4,True,550.454,True,253665.375,58.878,550.454
Llama 3.3 70B Instruct,1k-8k,4,False,2.638,False,3.166,False,3.923,b200,fp8,2,False,205.317,False,94615.987,77.725,205.317
Llama 3.3 70B Instruct,1k-8k,8,False,0.836,False,1.003,False,1.244,b200,fp4,1,False,647.736,False,298495.775,99.629,647.736
Llama 3.3 70B Instruct,1k-8k,32,False,0.317,False,0.381,False,0.472,b200,fp8,1,False,1708.273,False,787222.688,152.781,1708.273
Llama 3.3 70B Instruct,1k-8k,64,True,0.342,True,0.41,True,0.508,b200,fp4,4,True,1584.834,True,730338.426,80.762,1584.834
Llama 3.3 70B Instruct,1k-8k,4,False,3.654,False,4.385,False,5.434,b200,fp4,4,False,148.242,False,68314.231,53.716,148.242
Llama 3.3 70B Instruct,1k-8k,4,False,4.107,False,4.928,False,6.107,b200,fp8,4,False,131.897,False,60781.963,60.286,131.897
Llama 3.3 70B Instruct,1k-8k,16,False,1.071,False,1.285,False,1.592,b200,fp8,4,False,505.96,False,233161.149,64.03,505.96
Llama 3.3 70B Instruct,1k-8k,32,True,0.584,True,0.701,True,0.868,b200,fp4,4,True,927.859,True,427584.901,70.1,927.859
Llama 3.3 70B Instruct,1k-8k,16,False,0.705,False,0.846,False,1.048,b200,fp8,2,False,768.529,False,354160.766,84.425,768.529
Llama 3.3 70B Instruct,1k-8k,8,False,1.995,False,2.394,False,2.967,b200,fp8,4,False,271.522,False,125125.402,59.377,271.522
Llama 3.3 70B Instruct,1k-8k,64,False,0.191,False,0.229,False,0.284,b200,fp8,1,False,2833.961,False,1305972.869,181.012,2833.961
Llama 3.3 70B Instruct,1k-8k,4,False,6.68,False,8.016,False,9.934,b200,fp8,8,False,81.088,False,37367.626,49.096,81.088
Llama 3.3 70B Instruct,1k-8k,32,False,0.403,False,0.484,False,0.599,b200,fp8,2,False,1344.322,False,619503.441,96.873,1344.322
Llama 3.3 70B Instruct,1k-8k,4,False,1.584,False,1.901,False,2.356,b200,fp4,1,False,341.959,False,157584.626,93.134,341.959
Llama 3.3 70B Instruct,1k-8k,8,False,1.963,False,2.356,False,2.92,b200,fp4,4,False,275.892,False,127139.076,58.362,275.892
Llama 3.3 70B Instruct,1k-8k,4,False,2.299,False,2.759,False,3.419,b200,fp4,2,False,235.588,False,108565.767,67.65,235.588
Llama 3.3 70B Instruct,1k-8k,16,True,0.95,True,1.219,True,1.347,mi355x,fp4,4,True,432.909,True,163361.969,74.935,432.909
Llama 3.3 70B Instruct,1k-8k,4,True,5.455,True,7.002,True,7.74,mi355x,fp4,8,True,75.37,True,28441.642,53.341,75.37
Llama 3.3 70B Instruct,1k-8k,8,False,3.335,False,4.281,False,4.731,mi355x,fp8,8,False,123.287,False,46523.475,65.77,123.287
Llama 3.3 70B Instruct,1k-8k,32,False,0.269,False,0.345,False,0.382,mi355x,fp8,1,False,1527.717,False,576496.827,170.863,1527.717
Llama 3.3 70B Instruct,1k-8k,4,False,1.535,False,1.971,False,2.178,mi355x,fp8,1,False,267.796,False,101055.069,119.374,267.796
Llama 3.3 70B Instruct,1k-8k,64,True,0.177,True,0.228,True,0.252,mi355x,fp8,1,True,2318.47,True,874894.427,221.854,2318.47
Llama 3.3 70B Instruct,1k-8k,64,True,0.265,True,0.34,True,0.376,mi355x,fp8,2,True,1553.278,True,586142.624,165.411,1553.278
Llama 3.3 70B Instruct,1k-8k,8,False,1.212,False,1.556,False,1.72,mi355x,fp8,2,False,339.118,False,127968.946,95.556,339.118
Llama 3.3 70B Instruct,1k-8k,32,False,0.626,False,0.803,False,0.888,mi355x,fp4,4,False,656.912,False,247891.47,99.02,656.912
Llama 3.3 70B Instruct,1k-8k,16,False,0.973,False,1.249,False,1.38,mi355x,fp8,4,False,422.672,False,159498.838,76.875,422.672
Llama 3.3 70B Instruct,1k-8k,32,False,1.141,False,1.465,False,1.619,mi355x,fp4,8,False,360.334,False,135974.983,90.244,360.334
Llama 3.3 70B Instruct,1k-8k,4,False,2.363,False,3.034,False,3.353,mi355x,fp8,2,False,173.969,False,65648.607,91.912,173.969
Llama 3.3 70B Instruct,1k-8k,64,False,0.571,False,0.733,False,0.81,mi355x,fp8,8,False,719.734,False,271597.549,88.938,719.734
Llama 3.3 70B Instruct,1k-8k,64,False,0.178,False,0.229,False,0.253,mi355x,fp4,1,False,2305.348,False,869942.48,222.765,2305.348
Llama 3.3 70B Instruct,1k-8k,64,False,0.64,False,0.822,False,0.908,mi355x,fp4,8,False,642.137,False,242315.727,99.602,642.137
Llama 3.3 70B Instruct,1k-8k,4,False,3.088,False,3.964,False,4.381,mi355x,fp4,4,False,133.146,False,50243.832,60.028,133.146
Llama 3.3 70B Instruct,1k-8k,16,False,0.446,False,0.572,False,0.632,mi355x,fp8,1,False,922.331,False,348049.483,140.788,922.331
Llama 3.3 70B Instruct,1k-8k,16,False,0.428,False,0.55,False,0.608,mi355x,fp4,1,False,959.68,False,362143.555,135.498,959.68
Llama 3.3 70B Instruct,1k-8k,4,False,1.269,False,1.629,False,1.8,mi355x,fp4,1,False,324.076,False,122292.968,98.553,324.076
Llama 3.3 70B Instruct,1k-8k,32,False,0.284,False,0.364,False,0.402,mi355x,fp4,1,False,1449.663,False,547042.781,179.819,1449.663
Llama 3.3 70B Instruct,1k-8k,32,True,0.552,True,0.709,True,0.783,mi355x,fp8,4,True,744.908,True,281097.226,87.357,744.908
Llama 3.3 70B Instruct,1k-8k,4,False,3.393,False,4.356,False,4.814,mi355x,fp8,4,False,121.163,False,45721.791,65.8,121.163
Llama 3.3 70B Instruct,1k-8k,8,True,3.051,True,3.917,True,4.329,mi355x,fp4,8,True,134.753,True,50850.253,59.962,134.753
Llama 3.3 70B Instruct,1k-8k,4,False,1.929,False,2.476,False,2.737,mi355x,fp4,2,False,213.138,False,80429.546,75.166,213.138
Llama 3.3 70B Instruct,1k-8k,32,False,0.392,False,0.503,False,0.556,mi355x,fp8,2,False,1049.315,False,395968.023,124.394,1049.315
Llama 3.3 70B Instruct,1k-8k,16,False,1.76,False,2.26,False,2.498,mi355x,fp4,8,False,233.525,False,88122.495,69.495,233.525
Llama 3.3 70B Instruct,1k-8k,8,False,1.796,False,2.306,False,2.549,mi355x,fp8,4,False,228.853,False,86359.807,70.725,228.853
Llama 3.3 70B Instruct,1k-8k,16,False,1.843,False,2.366,False,2.615,mi355x,fp8,8,False,223.091,False,84185.241,72.692,223.091
Llama 3.3 70B Instruct,1k-8k,64,False,0.372,False,0.478,False,0.528,mi355x,fp4,4,False,1104.317,False,416723.375,116.078,1104.317
Llama 3.3 70B Instruct,1k-8k,8,True,1.647,True,2.114,True,2.336,mi355x,fp4,4,True,249.667,True,94213.988,64.973,249.667
Llama 3.3 70B Instruct,1k-8k,32,False,0.429,False,0.551,False,0.609,mi355x,fp4,2,False,958.365,False,361647.195,136.086,958.365
Llama 3.3 70B Instruct,1k-8k,8,False,0.813,False,1.044,False,1.154,mi355x,fp8,1,False,505.679,False,190822.297,127.819,505.679
Llama 3.3 70B Instruct,1k-8k,16,False,0.625,False,0.802,False,0.887,mi355x,fp4,2,False,657.978,False,248293.468,98.796,657.978
Llama 3.3 70B Instruct,1k-8k,32,False,0.955,False,1.225,False,1.354,mi355x,fp8,8,False,430.691,False,162524.929,75.395,430.691
Llama 3.3 70B Instruct,1k-8k,64,True,0.362,True,0.465,True,0.514,mi355x,fp8,4,True,1135.492,True,428487.632,113.174,1135.492
Llama 3.3 70B Instruct,1k-8k,8,False,0.705,False,0.905,False,1,mi355x,fp4,1,False,583.243,False,220091.882,111.074,583.243
Llama 3.3 70B Instruct,1k-8k,64,False,0.275,False,0.353,False,0.39,mi355x,fp4,2,False,1495.319,False,564271.457,171.704,1495.319
Llama 3.3 70B Instruct,1k-8k,8,False,1.071,False,1.376,False,1.52,mi355x,fp4,2,False,383.686,False,144787.055,84.659,383.686
Llama 3.3 70B Instruct,1k-8k,16,False,0.661,False,0.849,False,0.938,mi355x,fp8,2,False,621.911,False,234683.427,104.501,621.911
Llama 3.3 70B Instruct,1k-8k,4,False,6.33,False,8.126,False,8.981,mi355x,fp8,8,False,64.949,False,24508.933,61.541,64.949
Llama 3.3 70B Instruct,1k-8k,4,False,3.859,False,5.017,False,3.859,h100,fp8,4,False,93.573,False,54088.644,85.305,93.573
Llama 3.3 70B Instruct,1k-8k,64,True,0.474,True,0.616,True,0.474,h100,fp8,2,True,761.961,True,440439.67,341.223,761.961
Llama 3.3 70B Instruct,1k-8k,16,True,1.864,True,2.423,True,1.864,h100,fp8,8,True,193.748,True,111992.938,83.541,193.748
Llama 3.3 70B Instruct,1k-8k,8,False,1.579,False,2.053,False,1.579,h100,fp8,2,False,228.711,False,132202.648,141.226,228.711
Llama 3.3 70B Instruct,1k-8k,32,False,0.759,False,0.987,False,0.759,h100,fp8,4,False,475.639,False,274936.108,137.727,475.639
Llama 3.3 70B Instruct,1k-8k,4,False,2.923,False,3.8,False,2.923,h100,fp8,2,False,123.553,False,71417.711,129.198,123.553
Llama 3.3 70B Instruct,1k-8k,64,True,0.684,True,0.889,True,0.684,h100,fp8,8,True,528.232,True,305336.415,121.671,528.232
Llama 3.3 70B Instruct,1k-8k,32,False,0.57,False,0.741,False,0.57,h100,fp8,2,False,633.389,False,366120.736,206.724,633.389
Llama 3.3 70B Instruct,1k-8k,32,True,1.064,True,1.383,True,1.064,h100,fp8,8,True,339.357,True,196160.11,95.963,339.357
Llama 3.3 70B Instruct,1k-8k,8,False,2.06,False,2.678,False,2.06,h100,fp8,4,False,175.303,False,101331.459,92.166,175.303
