model_name,sequence_length,conc,costh_roof,costh_y,costn_roof,costn_y,costr_roof,costr_y,hwKey,precision,tp,tpPerGpu_roof,tpPerGpu_y,tpPerMw_roof,tpPerMw_y,e2e_x,e2e_y,inter_x,inter_y
Llama 3.3 70B Instruct,1k-8k,4,True,5.455,True,7.002,True,7.74,mi355x,fp4,8,True,75.37,True,28441.642,53.341,75.37,136.601,75.37
Llama 3.3 70B Instruct,1k-8k,8,False,3.335,False,4.281,False,4.731,mi355x,fp8,8,False,123.287,False,46523.475,65.77,123.287,112.407,123.287
Llama 3.3 70B Instruct,1k-8k,32,False,0.269,False,0.345,False,0.382,mi355x,fp8,1,False,1527.717,False,576496.827,170.863,1527.717,43.288,1527.717
Llama 3.3 70B Instruct,1k-8k,4,False,1.535,False,1.971,False,2.178,mi355x,fp8,1,False,267.796,False,101055.069,119.374,267.796,60.391,267.796
Llama 3.3 70B Instruct,1k-8k,64,True,0.177,True,0.228,True,0.252,mi355x,fp8,1,True,2318.47,True,874894.427,221.854,2318.47,33,2318.47
Llama 3.3 70B Instruct,1k-8k,64,True,0.265,True,0.34,True,0.376,mi355x,fp8,2,True,1553.278,True,586142.624,165.411,1553.278,44.37,1553.278
Llama 3.3 70B Instruct,1k-8k,8,False,1.212,False,1.556,False,1.72,mi355x,fp8,2,False,339.118,False,127968.946,95.556,339.118,77.369,339.118
Llama 3.3 70B Instruct,1k-8k,32,False,0.626,False,0.803,False,0.888,mi355x,fp4,4,False,656.912,False,247891.47,99.02,656.912,75.008,656.912
Llama 3.3 70B Instruct,1k-8k,16,False,0.973,False,1.249,False,1.38,mi355x,fp8,4,False,422.672,False,159498.838,76.875,422.672,96.533,422.672
Llama 3.3 70B Instruct,1k-8k,32,False,1.141,False,1.465,False,1.619,mi355x,fp4,8,False,360.334,False,135974.983,90.244,360.334,82.292,360.334
Llama 3.3 70B Instruct,1k-8k,4,False,2.363,False,3.034,False,3.353,mi355x,fp8,2,False,173.969,False,65648.607,91.912,173.969,78.449,173.969
Llama 3.3 70B Instruct,1k-8k,64,False,0.571,False,0.733,False,0.81,mi355x,fp8,8,False,719.734,False,271597.549,88.938,719.734,82.54,719.734
Llama 3.3 70B Instruct,1k-8k,64,False,0.178,False,0.229,False,0.253,mi355x,fp4,1,False,2305.348,False,869942.48,222.765,2305.348,32.917,2305.348
Llama 3.3 70B Instruct,1k-8k,64,False,0.64,False,0.822,False,0.908,mi355x,fp4,8,False,642.137,False,242315.727,99.602,642.137,73.751,642.137
Llama 3.3 70B Instruct,1k-8k,4,False,3.088,False,3.964,False,4.381,mi355x,fp4,4,False,133.146,False,50243.832,60.028,133.146,120.562,133.146
Llama 3.3 70B Instruct,1k-8k,16,False,0.446,False,0.572,False,0.632,mi355x,fp8,1,False,922.331,False,348049.483,140.788,922.331,52.701,922.331
Llama 3.3 70B Instruct,1k-8k,16,False,0.428,False,0.55,False,0.608,mi355x,fp4,1,False,959.68,False,362143.555,135.498,959.68,54.777,959.68
Llama 3.3 70B Instruct,1k-8k,4,False,1.269,False,1.629,False,1.8,mi355x,fp4,1,False,324.076,False,122292.968,98.553,324.076,73.303,324.076
Llama 3.3 70B Instruct,1k-8k,32,False,0.284,False,0.364,False,0.402,mi355x,fp4,1,False,1449.663,False,547042.781,179.819,1449.663,41.367,1449.663
Llama 3.3 70B Instruct,1k-8k,32,True,0.552,True,0.709,True,0.783,mi355x,fp8,4,True,744.908,True,281097.226,87.357,744.908,85.046,744.908
Llama 3.3 70B Instruct,1k-8k,4,False,3.393,False,4.356,False,4.814,mi355x,fp8,4,False,121.163,False,45721.791,65.8,121.163,109.222,121.163
Llama 3.3 70B Instruct,1k-8k,8,True,3.051,True,3.917,True,4.329,mi355x,fp4,8,True,134.753,True,50850.253,59.962,134.753,123.619,134.753
Llama 3.3 70B Instruct,1k-8k,4,False,1.929,False,2.476,False,2.737,mi355x,fp4,2,False,213.138,False,80429.546,75.166,213.138,96.489,213.138
Llama 3.3 70B Instruct,1k-8k,32,False,0.392,False,0.503,False,0.556,mi355x,fp8,2,False,1049.315,False,395968.023,124.394,1049.315,59.717,1049.315
Llama 3.3 70B Instruct,1k-8k,16,False,1.76,False,2.26,False,2.498,mi355x,fp4,8,False,233.525,False,88122.495,69.495,233.525,107.162,233.525
Llama 3.3 70B Instruct,1k-8k,8,False,1.796,False,2.306,False,2.549,mi355x,fp8,4,False,228.853,False,86359.807,70.725,228.853,104.435,228.853
Llama 3.3 70B Instruct,1k-8k,16,False,1.843,False,2.366,False,2.615,mi355x,fp8,8,False,223.091,False,84185.241,72.692,223.091,101.842,223.091
Llama 3.3 70B Instruct,1k-8k,64,False,0.372,False,0.478,False,0.528,mi355x,fp4,4,False,1104.317,False,416723.375,116.078,1104.317,63.187,1104.317
Llama 3.3 70B Instruct,1k-8k,8,True,1.647,True,2.114,True,2.336,mi355x,fp4,4,True,249.667,True,94213.988,64.973,249.667,114.593,249.667
Llama 3.3 70B Instruct,1k-8k,32,False,0.429,False,0.551,False,0.609,mi355x,fp4,2,False,958.365,False,361647.195,136.086,958.365,54.59,958.365
Llama 3.3 70B Instruct,1k-8k,8,False,0.813,False,1.044,False,1.154,mi355x,fp8,1,False,505.679,False,190822.297,127.819,505.679,57.736,505.679
Llama 3.3 70B Instruct,1k-8k,16,False,0.625,False,0.802,False,0.887,mi355x,fp4,2,False,657.978,False,248293.468,98.796,657.978,75.34,657.978
Llama 3.3 70B Instruct,1k-8k,32,False,0.955,False,1.225,False,1.354,mi355x,fp8,8,False,430.691,False,162524.929,75.395,430.691,98.479,430.691
Llama 3.3 70B Instruct,1k-8k,64,True,0.362,True,0.465,True,0.514,mi355x,fp8,4,True,1135.492,True,428487.632,113.174,1135.492,64.708,1135.492
Llama 3.3 70B Instruct,1k-8k,8,False,0.705,False,0.905,False,1,mi355x,fp4,1,False,583.243,False,220091.882,111.074,583.243,66.863,583.243
Llama 3.3 70B Instruct,1k-8k,64,False,0.275,False,0.353,False,0.39,mi355x,fp4,2,False,1495.319,False,564271.457,171.704,1495.319,42.822,1495.319
Llama 3.3 70B Instruct,1k-8k,8,False,1.071,False,1.376,False,1.52,mi355x,fp4,2,False,383.686,False,144787.055,84.659,383.686,87.861,383.686
Llama 3.3 70B Instruct,1k-8k,16,False,0.661,False,0.849,False,0.938,mi355x,fp8,2,False,621.911,False,234683.427,104.501,621.911,71.046,621.911
Llama 3.3 70B Instruct,1k-8k,4,False,6.33,False,8.126,False,8.981,mi355x,fp8,8,False,64.949,False,24508.933,61.541,64.949,117.045,64.949
Llama 3.3 70B Instruct,1k-8k,4,False,3.859,False,5.017,False,3.859,h100,fp8,4,False,93.573,False,54088.644,85.305,93.573,84.446,93.573
Llama 3.3 70B Instruct,1k-8k,64,True,0.474,True,0.616,True,0.474,h100,fp8,2,True,761.961,True,440439.67,341.223,761.961,27.804,761.961
Llama 3.3 70B Instruct,1k-8k,16,True,1.864,True,2.423,True,1.864,h100,fp8,8,True,193.748,True,111992.938,83.541,193.748,88.325,193.748
Llama 3.3 70B Instruct,1k-8k,8,False,1.579,False,2.053,False,1.579,h100,fp8,2,False,228.711,False,132202.648,141.226,228.711,52.2,228.711
Llama 3.3 70B Instruct,1k-8k,32,False,0.759,False,0.987,False,0.759,h100,fp8,4,False,475.639,False,274936.108,137.727,475.639,53.85,475.639
Llama 3.3 70B Instruct,1k-8k,4,False,2.923,False,3.8,False,2.923,h100,fp8,2,False,123.553,False,71417.711,129.198,123.553,55.731,123.553
Llama 3.3 70B Instruct,1k-8k,64,True,0.684,True,0.889,True,0.684,h100,fp8,8,True,528.232,True,305336.415,121.671,528.232,60.008,528.232
Llama 3.3 70B Instruct,1k-8k,32,False,0.57,False,0.741,False,0.57,h100,fp8,2,False,633.389,False,366120.736,206.724,633.389,35.945,633.389
Llama 3.3 70B Instruct,1k-8k,32,True,1.064,True,1.383,True,1.064,h100,fp8,8,True,339.357,True,196160.11,95.963,339.357,77.286,339.357
Llama 3.3 70B Instruct,1k-8k,8,False,2.06,False,2.678,False,2.06,h100,fp8,4,False,175.303,False,101331.459,92.166,175.303,80.09,175.303
Llama 3.3 70B Instruct,1k-8k,64,True,0.482,True,0.626,True,0.482,h100,fp8,4,True,749.719,True,433363.65,171.774,749.719,42.54,749.719
Llama 3.3 70B Instruct,1k-8k,8,True,3.157,True,4.104,True,3.157,h100,fp8,8,True,114.394,True,66123.688,70.577,114.394,104.488,114.394
Llama 3.3 70B Instruct,1k-8k,16,False,1.158,False,1.505,False,1.158,h100,fp8,4,False,311.894,False,180285.332,104.13,311.894,71.147,311.894
Llama 3.3 70B Instruct,1k-8k,4,True,5.834,True,7.584,True,5.834,h100,fp8,8,True,61.902,True,35781.521,64.286,61.902,111.539,61.902
Llama 3.3 70B Instruct,1k-8k,16,False,0.915,False,1.19,False,0.915,h100,fp8,2,False,394.488,False,228027.776,165.077,394.488,44.841,394.488
Llama 3.3 70B Instruct,1k-8k,32,False,0.31,False,0.372,False,0.461,b200_trt,fp8,1,False,1749.268,False,806114.331,149.569,1749.268,49.643,1749.268
Llama 3.3 70B Instruct,1k-8k,128,True,0.148,True,0.178,True,0.22,b200_trt,fp4,2,True,3654.335,True,1684025.344,141.514,3654.335,51.998,3654.335
Llama 3.3 70B Instruct,1k-8k,32,False,0.265,False,0.318,False,0.394,b200_trt,fp4,1,False,2046.047,False,942878.582,127.629,2046.047,58.055,2046.047
Llama 3.3 70B Instruct,1k-8k,128,False,0.224,False,0.269,False,0.333,b200_trt,fp8,4,False,2419.151,False,1114816.191,106.96,2419.151,68.598,2419.151
Llama 3.3 70B Instruct,1k-8k,128,False,0.177,False,0.213,False,0.264,b200_trt,fp8,1,False,3054.488,False,1407597.978,350.105,3054.488,37.602,3054.488
Llama 3.3 70B Instruct,1k-8k,64,False,0.166,False,0.199,False,0.247,b200_trt,fp4,1,False,3266.281,False,1505198.823,157.393,3266.281,46.695,3266.281
Llama 3.3 70B Instruct,1k-8k,64,False,0.575,False,0.69,False,0.855,b200_trt,fp8,8,False,942.322,False,434249.799,68.125,942.322,107.534,942.322
Llama 3.3 70B Instruct,1k-8k,32,True,0.884,True,1.061,True,1.315,b200_trt,fp8,8,True,612.656,True,282329.964,53.127,612.656,139.671,612.656
Llama 3.3 70B Instruct,1k-8k,16,True,1.595,True,1.914,True,2.372,b200_trt,fp8,8,True,339.605,True,156499.845,47.601,339.605,155.429,339.605
Llama 3.3 70B Instruct,1k-8k,16,False,0.526,False,0.631,False,0.782,b200_trt,fp8,1,False,1029.644,False,474490.296,125.548,1029.644,58.876,1029.644
Llama 3.3 70B Instruct,1k-8k,64,False,0.234,False,0.28,False,0.347,b200_trt,fp8,2,False,2318.285,False,1068334.181,110.826,2318.285,66.22,2318.285
Llama 3.3 70B Instruct,1k-8k,4,False,3.454,False,4.145,False,5.137,b200_trt,fp4,4,False,156.826,False,72269.875,50.8,156.826,141.466,156.826
Llama 3.3 70B Instruct,1k-8k,64,False,0.589,False,0.707,False,0.876,b200_trt,fp4,8,False,919.98,False,423954.103,69.702,919.98,105.099,919.98
Llama 3.3 70B Instruct,1k-8k,16,False,0.624,False,0.749,False,0.928,b200_trt,fp4,2,False,867.594,False,399813.133,74.677,867.594,99.181,867.594
Llama 3.3 70B Instruct,1k-8k,16,False,1.68,False,2.016,False,2.499,b200_trt,fp4,8,False,322.352,False,148549.082,50.158,322.352,147.483,322.352
Llama 3.3 70B Instruct,1k-8k,8,True,2.952,True,3.542,True,4.39,b200_trt,fp8,8,True,183.509,True,84566.32,43.854,183.509,167.969,183.509
Llama 3.3 70B Instruct,1k-8k,128,False,0.409,False,0.491,False,0.609,b200_trt,fp4,8,False,1322.781,False,609576.323,97.838,1322.781,74.898,1322.781
Llama 3.3 70B Instruct,1k-8k,8,False,1.245,False,1.494,False,1.852,b200_trt,fp8,2,False,435.022,False,200471.006,74.107,435.022,99.464,435.022
Llama 3.3 70B Instruct,1k-8k,64,False,0.326,False,0.391,False,0.485,b200_trt,fp8,4,False,1660.658,False,765280.207,77.272,1660.658,94.872,1660.658
Llama 3.3 70B Instruct,1k-8k,64,False,0.191,False,0.229,False,0.284,b200_trt,fp8,1,False,2837.812,False,1307747.55,180.996,2837.812,40.607,2837.812
Llama 3.3 70B Instruct,1k-8k,128,False,0.161,False,0.193,False,0.24,b200_trt,fp8,2,False,3360.774,False,1548743.995,153.979,3360.774,47.763,3360.774
Llama 3.3 70B Instruct,1k-8k,8,False,1.757,False,2.108,False,2.613,b200_trt,fp8,4,False,308.287,False,142067.77,52.243,308.287,141.068,308.287
Llama 3.3 70B Instruct,1k-8k,8,False,1.764,False,2.117,False,2.624,b200_trt,fp4,4,False,307.053,False,141499.194,52.471,307.053,140.512,307.053
Llama 3.3 70B Instruct,1k-8k,32,False,0.524,False,0.629,False,0.78,b200_trt,fp4,4,False,1032.996,False,476034.988,63.041,1032.996,117.709,1032.996
Llama 3.3 70B Instruct,1k-8k,16,False,0.926,False,1.111,False,1.377,b200_trt,fp4,4,False,585.049,False,269607.76,55.241,585.049,133.928,585.049
Llama 3.3 70B Instruct,1k-8k,16,False,0.929,False,1.115,False,1.382,b200_trt,fp8,4,False,582.958,False,268644.116,55.435,582.958,133.471,582.958
Llama 3.3 70B Instruct,1k-8k,4,False,2.212,False,2.655,False,3.29,b200_trt,fp4,2,False,244.846,False,112832.429,65.188,244.846,110.486,244.846
Llama 3.3 70B Instruct,1k-8k,16,False,0.642,False,0.771,False,0.955,b200_trt,fp8,2,False,843.136,False,388542.094,76.689,843.136,96.592,843.136
Llama 3.3 70B Instruct,1k-8k,4,False,6.004,False,7.204,False,8.928,b200_trt,fp4,8,False,90.225,False,41578.23,44.12,90.225,162.846,90.225
Llama 3.3 70B Instruct,1k-8k,4,False,3.429,False,4.114,False,5.099,b200_trt,fp8,4,False,157.98,False,72801.643,50.471,157.98,142.594,157.98
Llama 3.3 70B Instruct,1k-8k,8,False,0.805,False,0.966,False,1.197,b200_trt,fp4,1,False,672.769,False,310031.916,95.989,672.769,76.846,672.769
Llama 3.3 70B Instruct,1k-8k,4,False,1.518,False,1.821,False,2.257,b200_trt,fp4,1,False,356.912,False,164475.665,89.324,356.912,80.53,356.912
Llama 3.3 70B Instruct,1k-8k,8,False,1.14,False,1.368,False,1.695,b200_trt,fp4,2,False,475.241,False,219005.114,67.811,475.241,108.685,475.241
Llama 3.3 70B Instruct,1k-8k,128,False,0.404,False,0.485,False,0.601,b200_trt,fp8,8,False,1341.114,False,618025.023,96.549,1341.114,75.848,1341.114
Llama 3.3 70B Instruct,1k-8k,128,True,0.219,True,0.263,True,0.326,b200_trt,fp4,4,True,2470.939,True,1138681.533,104.723,2470.939,70.163,2470.939
Llama 3.3 70B Instruct,1k-8k,32,False,0.944,False,1.133,False,1.404,b200_trt,fp4,8,False,573.776,False,264412.747,56.742,573.776,130.779,573.776
Llama 3.3 70B Instruct,1k-8k,64,True,0.325,True,0.39,True,0.484,b200_trt,fp4,4,True,1666.005,True,767744.126,77.013,1666.005,95.195,1666.005
Llama 3.3 70B Instruct,1k-8k,128,True,0.136,True,0.163,True,0.202,b200_trt,fp4,1,True,3979.427,True,1833837.414,246.822,3979.427,38.768,3979.427
Llama 3.3 70B Instruct,1k-8k,4,False,1.808,False,2.17,False,2.689,b200_trt,fp8,1,False,299.563,False,138047.633,106.458,299.563,67.578,299.563
Llama 3.3 70B Instruct,1k-8k,8,False,0.956,False,1.147,False,1.422,b200_trt,fp8,1,False,566.572,False,261093.176,113.912,566.572,64.743,566.572
Llama 3.3 70B Instruct,1k-8k,32,True,0.516,True,0.62,True,0.768,b200_trt,fp8,4,True,1048.902,True,483364.869,62.099,1048.902,119.587,1048.902
Llama 3.3 70B Instruct,1k-8k,32,False,0.354,False,0.425,False,0.527,b200_trt,fp4,2,False,1529.604,False,704886.537,85.236,1529.604,87.021,1529.604
Llama 3.3 70B Instruct,1k-8k,8,False,3.124,False,3.749,False,4.646,b200_trt,fp4,8,False,173.372,False,79894.759,46.465,173.372,158.629,173.372
Llama 3.3 70B Instruct,1k-8k,4,False,2.408,False,2.889,False,3.58,b200_trt,fp8,2,False,224.99,False,103682.233,70.938,224.99,101.532,224.99
Llama 3.3 70B Instruct,1k-8k,64,False,0.225,False,0.269,False,0.334,b200_trt,fp4,2,False,2412.285,False,1111652.254,106.675,2412.285,68.802,2412.285
Llama 3.3 70B Instruct,1k-8k,32,False,0.365,False,0.439,False,0.543,b200_trt,fp8,2,False,1482.216,False,683048.85,87.999,1482.216,84.317,1482.216
Llama 3.3 70B Instruct,1k-8k,4,True,5.685,True,6.821,True,8.454,b200_trt,fp8,8,True,95.288,True,43911.308,41.734,95.288,171.998,95.288
Llama 3.3 70B Instruct,1k-8k,16,False,0.444,False,0.532,False,0.66,b200_trt,fp4,1,False,1221.094,False,562716.068,106.386,1221.094,69.744,1221.094
Llama 3.3 70B Instruct,1k-8k,8,False,0.905,False,1.124,False,1.273,mi325x,fp8,1,False,392.871,False,180216.016,164.751,392.871,44.802,392.871
Llama 3.3 70B Instruct,1k-8k,16,True,1.517,True,1.884,True,2.133,mi325x,fp8,8,True,234.416,True,107530.047,69.203,234.416,106.969,234.416
Llama 3.3 70B Instruct,1k-8k,64,True,0.363,True,0.451,True,0.51,mi325x,fp8,4,True,979.728,True,449416.345,131.759,979.728,55.804,979.728
Llama 3.3 70B Instruct,1k-8k,32,False,0.401,False,0.498,False,0.564,mi325x,fp8,2,False,886.628,False,406709.866,147.213,886.628,50.496,886.628
Llama 3.3 70B Instruct,1k-8k,8,False,1.181,False,1.467,False,1.661,mi325x,fp8,2,False,301.063,False,138102.344,107.52,301.063,68.755,301.063
Llama 3.3 70B Instruct,1k-8k,32,False,0.651,False,0.809,False,0.915,mi325x,fp8,4,False,546.238,False,250567.675,119.094,546.238,62.354,546.238
Llama 3.3 70B Instruct,1k-8k,16,False,0.662,False,0.822,False,0.931,mi325x,fp8,2,False,537.208,False,246425.818,120.774,537.208,61.319,537.208
Llama 3.3 70B Instruct,1k-8k,32,False,0.292,False,0.362,False,0.41,mi325x,fp8,1,False,1219.614,False,559455.819,213.95,1219.614,34.727,1219.614
Llama 3.3 70B Instruct,1k-8k,32,True,0.869,True,1.079,True,1.222,mi325x,fp8,8,True,409.195,True,187704.339,79.637,409.195,93.258,409.195
Llama 3.3 70B Instruct,1k-8k,16,False,1.146,False,1.424,False,1.612,mi325x,fp8,4,False,310.188,False,142287.938,104.683,310.188,70.876,310.188
Llama 3.3 70B Instruct,1k-8k,64,True,0.273,True,0.339,True,0.384,mi325x,fp8,2,True,1302.106,True,597296.171,198.501,1302.106,37.164,1302.106
Llama 3.3 70B Instruct,1k-8k,4,True,5.072,True,6.3,True,7.132,mi325x,fp8,8,True,70.105,True,32158.166,56.989,70.105,126.544,70.105
Llama 3.3 70B Instruct,1k-8k,8,True,2.732,True,3.394,True,3.842,mi325x,fp8,8,True,130.134,True,59694.604,62.143,130.134,118.79,130.134
Llama 3.3 70B Instruct,1k-8k,8,False,2.199,False,2.732,False,3.092,mi325x,fp8,4,False,161.689,False,74169.246,99.91,161.689,73.65,161.689
Llama 3.3 70B Instruct,1k-8k,16,False,0.498,False,0.619,False,0.701,mi325x,fp8,1,False,713.631,False,327353.628,182.178,713.631,40.774,713.631
Llama 3.3 70B Instruct,1k-8k,64,True,0.193,True,0.239,True,0.271,mi325x,fp8,1,True,1846.975,True,847236.045,279.227,1846.975,26.394,1846.975
Llama 3.3 70B Instruct,1k-8k,4,False,3.705,False,4.602,False,5.21,mi325x,fp8,4,False,95.974,False,44024.686,83.257,95.974,86.613,95.974
Llama 3.3 70B Instruct,1k-8k,4,False,1.701,False,2.113,False,2.392,mi325x,fp8,1,False,208.988,False,95866.146,152.743,208.988,47.101,208.988
Llama 3.3 70B Instruct,1k-8k,64,True,0.552,True,0.686,True,0.776,mi325x,fp8,8,True,644.07,True,295445.165,99.664,644.07,73.529,644.07
Llama 3.3 70B Instruct,1k-8k,4,False,2.239,False,2.781,False,3.149,mi325x,fp8,2,False,158.8,False,72844.241,100.519,158.8,71.676,158.8
Llama 3.3 70B Instruct,1k-8k,128,False,0.462,False,0.571,False,0.525,h200_trt,fp8,8,False,847.019,False,489606.551,153.498,847.019,47.813,847.019
Llama 3.3 70B Instruct,1k-8k,8,True,2.442,True,3.014,True,2.771,h200_trt,fp8,8,True,160.372,True,92700.8,50.308,160.372,146.583,160.372
Llama 3.3 70B Instruct,1k-8k,128,True,0.217,True,0.268,True,0.246,h200_trt,fp8,4,True,1804.249,True,1042918.486,143.371,1804.249,51.269,1804.249
Llama 3.3 70B Instruct,1k-8k,64,False,0.592,False,0.731,False,0.672,h200_trt,fp8,8,False,661.065,False,382118.737,97.783,661.065,75.203,661.065
Llama 3.3 70B Instruct,1k-8k,64,False,0.228,False,0.282,False,0.259,h200_trt,fp8,2,False,1716.048,False,991935.331,150.09,1716.048,49.121,1716.048
Llama 3.3 70B Instruct,1k-8k,32,True,0.493,True,0.609,True,0.56,h200_trt,fp8,4,True,794.067,True,458998.28,82.089,794.067,90.554,794.067
Llama 3.3 70B Instruct,1k-8k,64,True,0.31,True,0.382,True,0.351,h200_trt,fp8,4,True,1265.16,True,731306.214,101.743,1265.16,72.409,1265.16
Llama 3.3 70B Instruct,1k-8k,32,False,0.357,False,0.44,False,0.405,h200_trt,fp8,2,False,1097.867,False,634605.134,118.669,1097.867,62.654,1097.867
Llama 3.3 70B Instruct,1k-8k,16,True,0.843,True,1.041,True,0.957,h200_trt,fp8,4,True,464.456,True,268471.573,69.726,464.456,106.21,464.456
Llama 3.3 70B Instruct,1k-8k,8,False,1.514,False,1.869,False,1.719,h200_trt,fp8,4,False,258.622,False,149492.49,62.377,258.622,118.26,258.622
Llama 3.3 70B Instruct,1k-8k,16,False,0.532,False,0.657,False,0.604,h200_trt,fp8,1,False,736.03,False,425451.036,175.98,736.03,42.069,736.03
Llama 3.3 70B Instruct,1k-8k,8,False,1.155,False,1.426,False,1.311,h200_trt,fp8,2,False,338.993,False,195949.558,95.288,338.993,77.492,338.993
Llama 3.3 70B Instruct,1k-8k,128,False,0.231,False,0.285,False,0.262,h200_trt,fp8,1,False,1694.17,False,979288.837,625.333,1694.17,32.546,1694.17
Llama 3.3 70B Instruct,1k-8k,8,False,0.961,False,1.186,False,1.091,h200_trt,fp8,1,False,407.387,False,235483.601,158.456,407.387,46.556,407.387
Llama 3.3 70B Instruct,1k-8k,32,False,0.3,False,0.37,False,0.341,h200_trt,fp8,1,False,1305.157,False,754426.257,199.57,1305.157,37.214,1305.157
Llama 3.3 70B Instruct,1k-8k,32,False,0.845,False,1.043,False,0.959,h200_trt,fp8,8,False,463.492,False,267914.238,70.398,463.492,105.436,463.492
Llama 3.3 70B Instruct,1k-8k,4,False,2.867,False,3.538,False,3.253,h200_trt,fp8,4,False,136.61,False,78965.114,58.415,136.61,123.333,136.61
Llama 3.3 70B Instruct,1k-8k,4,False,2.153,False,2.657,False,2.443,h200_trt,fp8,2,False,181.908,False,105148.856,87.875,181.908,82.078,181.908
Llama 3.3 70B Instruct,1k-8k,16,True,1.382,True,1.706,True,1.569,h200_trt,fp8,8,True,283.335,True,163777.601,57.147,283.335,129.459,283.335
Llama 3.3 70B Instruct,1k-8k,64,False,0.235,False,0.29,False,0.266,h200_trt,fp8,1,False,1668.814,False,964632.57,284.093,1668.814,32.501,1668.814
Llama 3.3 70B Instruct,1k-8k,16,False,0.624,False,0.77,False,0.708,h200_trt,fp8,2,False,627.564,False,362754.004,103.17,627.564,71.748,627.564
Llama 3.3 70B Instruct,1k-8k,128,True,0.163,True,0.201,True,0.185,h200_trt,fp8,2,True,2402.307,True,1388616.899,215.561,2402.307,34.116,2402.307
Llama 3.3 70B Instruct,1k-8k,4,True,4.546,True,5.61,True,5.158,h200_trt,fp8,8,True,86.162,True,49804.633,46.209,86.162,155.414,86.162
Llama 3.3 70B Instruct,1k-8k,4,False,1.835,False,2.264,False,2.082,h200_trt,fp8,1,False,213.496,False,123408.25,149.956,213.496,48.148,213.496
DeepSeek R1 0528,1k-8k,32,True,2.216,True,2.735,True,2.515,h200,fp8,8,True,176.75,True,102167.892,184.988,176.75,40.072,176.75
DeepSeek R1 0528,1k-8k,64,True,1.42,True,1.753,True,1.612,h200,fp8,8,True,275.773,True,159406.434,234.63,275.773,31.339,275.773
DeepSeek R1 0528,1k-8k,16,True,3.174,True,3.917,True,3.602,h200,fp8,8,True,123.392,True,71324.579,131.51,123.392,55.974,123.392
DeepSeek R1 0528,1k-8k,8,True,5.018,True,6.193,True,5.694,h200,fp8,8,True,78.05,True,45115.571,103.963,78.05,71.409,78.05
DeepSeek R1 0528,1k-8k,4,True,8.841,True,10.911,True,10.033,h200,fp8,8,True,44.299,True,25606.252,89.829,44.299,79.541,44.299
DeepSeek R1 0528,1k-8k,4,True,9.701,True,11.971,True,11.008,h200_trt,fp8,8,True,40.374,True,23337.447,98.656,40.374,72.765,40.374
DeepSeek R1 0528,1k-8k,8,True,5.743,True,7.087,True,6.517,h200_trt,fp8,8,True,68.199,True,39421.281,118.145,68.199,62.272,68.199
DeepSeek R1 0528,1k-8k,16,True,3.484,True,4.299,True,3.953,h200_trt,fp8,8,True,112.431,True,64989.043,144.492,112.431,51.372,112.431
DeepSeek R1 0528,1k-8k,64,True,1.437,True,1.773,True,1.631,h200_trt,fp8,8,True,272.537,True,157535.99,237.286,272.537,31.06,272.537
DeepSeek R1 0528,1k-8k,32,True,2.239,True,2.763,True,2.541,h200_trt,fp8,8,True,174.923,True,101111.499,186.931,174.923,39.938,174.923
DeepSeek R1 0528,1k-8k,16,False,2.855,False,3.426,False,4.246,b200_trt,fp4,8,False,189.712,False,87425.028,85.851,189.712,86.175,189.712
DeepSeek R1 0528,1k-8k,8,False,4.379,False,5.255,False,6.513,b200_trt,fp4,8,False,123.683,False,56996.767,65.172,123.683,112.938,123.683
DeepSeek R1 0528,1k-8k,64,False,1.615,False,1.938,False,2.402,b200_trt,fp8,8,False,335.316,False,154523.504,191.776,335.316,38.267,335.316
DeepSeek R1 0528,1k-8k,256,True,0.265,True,0.318,True,0.395,b200_trt,fp4,4,True,2040.996,True,940550.929,250.846,2040.996,29.497,2040.996
DeepSeek R1 0528,1k-8k,128,False,0.468,False,0.562,False,0.696,b200_trt,fp4,4,False,1157.526,False,533421.937,224.037,1157.526,32.693,1157.526
DeepSeek R1 0528,1k-8k,4,True,4.206,True,5.047,True,6.255,b200_trt,fp4,4,True,128.79,True,59350.326,61.969,128.79,115.895,128.79
DeepSeek R1 0528,1k-8k,4,False,14.336,False,17.203,False,21.32,b200_trt,fp8,8,False,37.784,False,17411.985,105.538,37.784,68.016,37.784
DeepSeek R1 0528,1k-8k,128,False,0.721,False,0.866,False,1.073,b200_trt,fp4,8,False,750.999,False,346082.622,172.073,750.999,42.418,750.999
DeepSeek R1 0528,1k-8k,32,False,1.094,False,1.313,False,1.627,b200_trt,fp4,4,False,495.155,False,228182.234,131.768,495.155,56.17,495.155
DeepSeek R1 0528,1k-8k,8,True,2.543,True,3.052,True,3.782,b200_trt,fp4,4,True,213.004,True,98158.321,76.05,213.004,97.356,213.004
DeepSeek R1 0528,1k-8k,16,False,1.737,False,2.084,False,2.583,b200_trt,fp4,4,False,311.884,False,143725.185,104.362,311.884,70.957,311.884
DeepSeek R1 0528,1k-8k,8,False,7.776,False,9.331,False,11.565,b200_trt,fp8,8,False,69.657,False,32100.001,116.138,69.657,63.896,69.657
DeepSeek R1 0528,1k-8k,64,True,0.693,True,0.832,True,1.031,b200_trt,fp4,4,True,781.521,True,360147.997,165.268,781.521,44.347,781.521
