model_name,sequence_length,conc,tp,precision,hwKey,e2e_x_v1,e2e_y_v1,inter_x_v1,inter_y_v1,e2e_x_v2,e2e_y_v2,inter_x_v2,inter_y_v2,e2e_x_diff,e2e_y_diff,inter_x_diff,inter_y_diff,e2e_x_pct_diff,e2e_y_pct_diff,inter_x_pct_diff,inter_y_pct_diff
DeepSeek R1 0528,1k-1k,16,8,fp8,b200_trt,17.121,210.355,54.025,210.355,17.509,205.788,52.881,205.788,0.3880000000000017,-4.566999999999979,-1.1439999999999984,-4.566999999999979,2.2662227673617292,-2.1710917258919347,-2.1175381767700108,-2.1710917258919347
DeepSeek R1 0528,1k-1k,16,8,fp8,h200,17.149,209.91,53.463,209.91,17.174,210.091,53.55,210.091,0.02499999999999858,0.1810000000000116,0.08699999999999619,0.1810000000000116,0.14578109510757817,0.0862274308036833,0.1627293642332009,0.0862274308036833
DeepSeek R1 0528,1k-1k,16,8,fp8,h200_trt,18.964,189.746,48.936,189.746,19.14,188.84,48.799,188.84,0.17600000000000193,-0.9060000000000059,-0.13700000000000045,-0.9060000000000059,0.9280742459396853,-0.4774804211946528,-0.27995749550433313,-0.4774804211946528
DeepSeek R1 0528,1k-1k,16,8,fp8,mi300x,25.588,141.19,36.182,141.19,26.036,138.727,35.485,138.727,0.4480000000000004,-2.462999999999994,-0.6970000000000027,-2.462999999999994,1.7508206972018148,-1.7444578227919783,-1.9263722292852874,-1.7444578227919783
DeepSeek R1 0528,1k-1k,16,8,fp8,mi325x,23.125,155.267,39.783,155.267,23.403,153.629,39.36,153.629,0.2779999999999987,-1.6380000000000052,-0.4230000000000018,-1.6380000000000052,1.2021621621621565,-1.0549569451332255,-1.0632682301485605,-1.0549569451332255
DeepSeek R1 0528,1k-1k,16,8,fp8,mi355x,20.901,175.195,44.298,175.195,20.9,175.071,44.298,175.071,-0.0010000000000012221,-0.12399999999999523,0.0,-0.12399999999999523,-0.0047844600736865325,-0.07077827563571747,0.0,-0.07077827563571747
DeepSeek R1 0528,1k-1k,2048,24,fp4,gb200,23.638,6156.272,41.104,6156.272,23.28,6216.581,41.203,6216.581,-0.35800000000000054,60.3090000000002,0.09900000000000375,60.3090000000002,-1.5145105338861178,0.9796350778523139,0.24085247177891142,0.9796350778523139
DeepSeek R1 0528,1k-1k,2048,72,fp8,gb200,24.953,1808.268,40.47,1808.268,24.95,1806.204,40.066,1806.204,-0.0030000000000001137,-2.064000000000078,-0.40399999999999636,-2.064000000000078,-0.012022602492686706,-0.11414237270139593,-0.9982703236965564,-0.11414237270139593
DeepSeek R1 0528,1k-1k,2150,24,fp4,gb200_mtp,19.09,7767.083,51.665,7767.083,18.94,7887.615,51.935,7887.615,-0.14999999999999858,120.53200000000015,0.2700000000000031,120.53200000000015,-0.7857517024620145,1.5518309769575034,0.5225975031452689,1.5518309769575034
DeepSeek R1 0528,1k-1k,2252,12,fp4,gb200_mtp,32.944,9567.936,31.291,9567.936,32.81,9593.806,31.348,9593.806,-0.13400000000000034,25.8700000000008,0.05699999999999861,25.8700000000008,-0.4067508499271501,0.27038224335949573,0.18216100476174812,0.27038224335949573
DeepSeek R1 0528,1k-1k,256,36,fp4,gb200,13.788,903.922,70.513,903.922,13.652,905.151,71.05,905.151,-0.136000000000001,1.2289999999999281,0.5369999999999919,1.2289999999999281,-0.9863649550333695,0.13596305875948678,0.7615616978429395,0.13596305875948678
DeepSeek R1 0528,1k-1k,256,4,fp4,b200_trt,32.954,3427.9,28.701,3427.9,32.961,3429.334,28.715,3429.334,0.006999999999997897,1.4339999999997417,0.013999999999999346,1.4339999999997417,0.021241730897608474,0.04183319233349111,0.04877878819553098,0.04183319233349111
DeepSeek R1 0528,1k-1k,256,8,fp4,b200_trt,26.449,2128.516,36.196,2128.516,26.599,2124.383,36.274,2124.383,0.14999999999999858,-4.133000000000266,0.07800000000000296,-4.133000000000266,0.5671291920299389,-0.19417284154783265,0.215493424687819,-0.19417284154783265
DeepSeek R1 0528,1k-1k,32,36,fp4,gb200,7.92,196.971,118.423,196.971,7.885,197.709,118.524,197.709,-0.03500000000000014,0.7379999999999995,0.10099999999999909,0.7379999999999995,-0.4419191919191937,0.37467444446136716,0.08528748638355649,0.37467444446136716
DeepSeek R1 0528,1k-1k,32,36,fp4,gb200_mtp,5.322,288.423,180.39,288.423,5.342,290.374,180.777,290.374,0.019999999999999574,1.9510000000000218,0.38700000000000045,1.9510000000000218,0.37579857196541855,0.6764370386550385,0.21453517379012169,0.6764370386550385
DeepSeek R1 0528,1k-1k,32,4,fp4,b200,17.262,788.623,54.679,788.623,17.275,787.915,54.64,787.915,0.012999999999998124,-0.7080000000000837,-0.03900000000000148,-0.7080000000000837,0.075309929324517,-0.08977673742714626,-0.07132537171492068,-0.08977673742714626
DeepSeek R1 0528,1k-1k,32,4,fp4,b200_trt,16.615,868.205,56.142,868.205,16.003,898.979,57.983,898.979,-0.6119999999999983,30.774,1.840999999999994,30.774,-3.6834185976527136,3.5445545694853178,3.2791849239428483,3.5445545694853178
DeepSeek R1 0528,1k-1k,32,4,fp4,mi355x,29.333,499.04,31.743,499.04,29.36,499.051,31.72,499.051,0.027000000000001023,0.010999999999967258,-0.022999999999999687,0.010999999999967258,0.09204650052841859,0.002204232125674747,-0.07245691963582424,0.002204232125674747
DeepSeek R1 0528,1k-1k,32,8,fp4,b200,14.269,464.384,66.165,464.384,16.341,412.421,58.721,412.421,2.072000000000001,-51.96300000000002,-7.44400000000001,-51.96300000000002,14.520989557782613,-11.18966200385888,-11.250661225723583,-11.18966200385888
DeepSeek R1 0528,1k-1k,32,8,fp4,b200_trt,13.135,548.0,71.102,548.0,13.094,548.618,71.226,548.618,-0.04100000000000037,0.6180000000000518,0.12399999999999523,0.6180000000000518,-0.3121431290445403,0.11277372262774668,0.1743973446597778,0.11277372262774668
DeepSeek R1 0528,1k-1k,32,8,fp4,mi355x,18.041,402.538,52.085,402.538,18.056,402.519,51.964,402.519,0.015000000000000568,-0.019000000000005457,-0.12100000000000222,-0.019000000000005457,0.08314394989191601,-0.004720051274663624,-0.23231256599789232,-0.004720051274663624
DeepSeek R1 0528,1k-1k,32,8,fp8,b200,17.062,428.043,55.07,428.043,16.988,429.839,55.29,429.839,-0.07400000000000162,1.7959999999999923,0.21999999999999886,1.7959999999999923,-0.4337123432188584,0.41958401375562554,0.39949155620119636,0.41958401375562554
DeepSeek R1 0528,1k-1k,32,8,fp8,b200_trt,20.954,342.929,44.479,342.929,21.653,332.412,43.192,332.412,0.6989999999999981,-10.516999999999996,-1.286999999999999,-10.516999999999996,3.3358785911997617,-3.066815579901378,-2.893500303514016,-3.066815579901378
DeepSeek R1 0528,1k-1k,32,8,fp8,h200,23.941,303.989,38.795,303.989,24.661,295.192,37.614,295.192,0.7200000000000024,-8.796999999999969,-1.1810000000000045,-8.796999999999969,3.007393174888277,-2.893854711848116,-3.0442067276711033,-2.893854711848116
DeepSeek R1 0528,1k-1k,32,8,fp8,h200_trt,24.17,297.916,38.464,297.916,24.471,291.79,38.761,291.79,0.3009999999999984,-6.125999999999976,0.29700000000000415,-6.125999999999976,1.2453454695903945,-2.0562843217551174,0.7721505823627396,-2.0562843217551174
DeepSeek R1 0528,1k-1k,32,8,fp8,mi300x,32.281,222.948,29.027,222.948,29.727,241.585,31.085,241.585,-2.5539999999999985,18.637,2.058,18.637,-7.911774728168268,8.359348368229364,7.089950735522099,8.359348368229364
DeepSeek R1 0528,1k-1k,32,8,fp8,mi325x,27.829,258.195,33.401,258.195,27.708,258.653,33.451,258.653,-0.12100000000000222,0.45800000000002683,0.04999999999999716,0.45800000000002683,-0.43479823206008916,0.17738530955286774,0.14969611688271953,0.17738530955286774
DeepSeek R1 0528,1k-1k,32,8,fp8,mi355x,24.631,296.829,37.443,296.829,24.637,296.677,37.419,296.677,0.006000000000000227,-0.1519999999999868,-0.02400000000000091,-0.1519999999999868,0.02435954691242835,-0.05120793453469399,-0.06409742809070029,-0.05120793453469399
DeepSeek R1 0528,1k-1k,4096,72,fp8,gb200,29.853,3058.274,32.944,3058.274,29.869,3005.539,32.947,3005.539,0.015999999999998238,-52.73499999999967,0.0030000000000001137,-52.73499999999967,0.053595953505504425,-1.7243386302208266,0.00910636231180219,-1.7243386302208266
DeepSeek R1 0528,1k-1k,4300,12,fp4,gb200,60.105,10169.679,18.447,10169.679,60.821,10106.11,18.484,10106.11,0.7160000000000011,-63.568999999999505,0.037000000000002586,-63.568999999999505,1.191248648198987,-0.6250836432496985,0.20057461917928437,-0.6250836432496985
DeepSeek R1 0528,1k-1k,4300,24,fp4,gb200,34.005,8782.128,29.913,8782.128,33.83,8809.608,29.832,8809.608,-0.17500000000000426,27.479999999999563,-0.08099999999999952,27.479999999999563,-0.514630201440977,0.3129082154120227,-0.2707852773041805,0.3129082154120227
DeepSeek R1 0528,1k-1k,4608,72,fp8,gb200,30.21,3309.341,31.461,3309.341,30.827,3311.164,31.376,3311.164,0.6170000000000009,1.8230000000003201,-0.0849999999999973,1.8230000000003201,2.042370076133733,0.05508649607279274,-0.2701757731794835,0.05508649607279274
DeepSeek R1 0528,1k-1k,4864,72,fp8,gb200,30.934,3443.687,31.046,3443.687,30.798,3405.704,30.777,3405.704,-0.13600000000000279,-37.98299999999972,-0.26899999999999835,-37.98299999999972,-0.4396456972910156,-1.1029748057822828,-0.8664562262449216,-1.1029748057822828
DeepSeek R1 0528,1k-1k,4992,72,fp8,gb200,31.739,3359.785,30.41,3359.785,31.981,3491.888,29.78,3491.888,0.24200000000000088,132.10300000000007,-0.629999999999999,132.10300000000007,0.7624688868584419,3.9318884988176346,-2.071686945083851,3.9318884988176346
DeepSeek R1 0528,1k-1k,4,36,fp4,gb200,6.063,32.772,160.196,32.772,6.1,32.147,159.85,32.147,0.03699999999999992,-0.625,-0.34600000000000364,-0.625,0.610258947715651,-1.9071158305870866,-0.21598541786311992,-1.9071158305870866
DeepSeek R1 0528,1k-1k,4,36,fp4,gb200_mtp,3.505,56.819,279.851,56.819,3.804,50.044,265.928,50.044,0.29899999999999993,-6.775000000000006,-13.923000000000002,-6.775000000000006,8.53067047075606,-11.923828296872536,-4.97514748919961,-11.923828296872536
DeepSeek R1 0528,1k-1k,4,4,fp4,b200,8.479,215.234,111.298,215.234,8.48,215.01,111.238,215.01,0.0010000000000012221,-0.22400000000001796,-0.060000000000002274,-0.22400000000001796,0.011793843613648098,-0.10407277660593492,-0.05390932451616586,-0.10407277660593492
DeepSeek R1 0528,1k-1k,4,4,fp4,b200_trt,7.822,230.431,119.885,230.431,7.839,230.846,119.472,230.846,0.017000000000000348,0.41499999999999204,-0.4130000000000109,0.41499999999999204,0.2173357197647705,0.18009729593674115,-0.34449680944239136,0.18009729593674115
DeepSeek R1 0528,1k-1k,4,4,fp4,mi355x,14.422,126.939,64.86,126.939,14.429,126.687,64.774,126.687,0.006999999999999673,-0.25199999999999534,-0.08599999999999852,-0.25199999999999534,0.048536957426152216,-0.1985205492401826,-0.13259327782916824,-0.1985205492401826
DeepSeek R1 0528,1k-1k,4,8,fp4,b200,7.58,120.354,125.064,120.354,7.572,120.481,125.214,120.481,-0.008000000000000007,0.12699999999999534,0.15000000000000568,0.12699999999999534,-0.10554089709762542,0.105522043305578,0.11993859144118667,0.105522043305578
DeepSeek R1 0528,1k-1k,4,8,fp4,b200_trt,6.962,129.563,134.821,129.563,6.999,128.82,134.137,128.82,0.03699999999999992,-0.742999999999995,-0.6839999999999975,-0.742999999999995,0.5314564780235553,-0.573466190193184,-0.5073393610787619,-0.573466190193184
DeepSeek R1 0528,1k-1k,4,8,fp4,mi355x,12.138,75.246,77.159,75.246,12.105,75.395,77.302,75.395,-0.032999999999999474,0.1490000000000009,0.14300000000000068,0.1490000000000009,-0.2718734552644544,0.19801717034792668,0.1853315880195449,0.19801717034792668
DeepSeek R1 0528,1k-1k,4,8,fp8,b200,8.399,108.526,111.471,108.526,8.575,105.523,109.294,105.523,0.17600000000000016,-3.003,-2.1770000000000067,-3.003,2.095487558042626,-2.7670788566795057,-1.952974316189867,-2.7670788566795057
DeepSeek R1 0528,1k-1k,4,8,fp8,b200_trt,13.779,65.617,68.104,65.617,13.689,65.907,68.337,65.907,-0.08999999999999986,0.28999999999999204,0.2330000000000041,0.28999999999999204,-0.6531678641410832,0.4419586387673804,0.3421238106425527,0.4419586387673804
DeepSeek R1 0528,1k-1k,4,8,fp8,h200,11.636,77.82,80.522,77.82,11.674,77.625,80.281,77.625,0.038000000000000256,-0.19499999999999318,-0.24099999999999966,-0.19499999999999318,0.32657270539704586,-0.250578257517339,-0.29929708651051845,-0.250578257517339
DeepSeek R1 0528,1k-1k,4,8,fp8,h200_trt,12.858,69.669,72.84,69.669,13.072,68.958,72.304,68.958,0.21399999999999864,-0.7109999999999985,-0.5360000000000014,-0.7109999999999985,1.6643334888785086,-1.0205399819144791,-0.7358594179022533,-1.0205399819144791
DeepSeek R1 0528,1k-1k,4,8,fp8,mi300x,19.903,45.24,46.835,45.24,21.748,41.284,42.814,41.284,1.8450000000000024,-3.956000000000003,-4.021000000000001,-3.956000000000003,9.269959302617709,-8.744473916887717,-8.585459592185334,-8.744473916887717
DeepSeek R1 0528,1k-1k,4,8,fp8,mi325x,20.28,44.249,45.879,44.249,20.288,44.243,45.867,44.243,0.007999999999999119,-0.006000000000000227,-0.012000000000000455,-0.006000000000000227,0.03944773175541971,-0.01355962846618054,-0.026155757536128633,-0.01355962846618054
DeepSeek R1 0528,1k-1k,4,8,fp8,mi355x,17.158,53.42,54.024,53.42,17.175,53.412,54.033,53.412,0.01699999999999946,-0.008000000000002672,0.009000000000000341,-0.008000000000002672,0.09907914675369775,-0.014975664545119189,0.016659262549978418,-0.014975664545119189
DeepSeek R1 0528,1k-1k,5120,72,fp8,gb200,32.059,3531.327,30.02,3531.327,32.082,3523.865,29.514,3523.865,0.02300000000000324,-7.462000000000444,-0.5060000000000002,-7.462000000000444,0.07174272435198616,-0.2113086666853691,-1.6855429713524324,-0.2113086666853691
DeepSeek R1 0528,1k-1k,512,20,fp4,gb200_mtp,11.174,3797.533,86.197,3797.533,11.221,3785.917,86.11,3785.917,0.0470000000000006,-11.615999999999985,-0.0870000000000033,-11.615999999999985,0.42061929479148563,-0.30588279285525594,-0.10093158694618523,-0.30588279285525594
DeepSeek R1 0528,1k-1k,512,36,fp4,gb200_mtp,9.391,2454.291,104.852,2454.291,9.287,2494.306,105.9,2494.306,-0.1039999999999992,40.01499999999987,1.0480000000000018,40.01499999999987,-1.1074432967734982,1.6304097598858436,0.9995040628695702,1.6304097598858436
DeepSeek R1 0528,1k-1k,5376,72,fp8,gb200,33.265,3564.084,28.393,3564.084,33.492,3540.523,28.986,3540.523,0.22699999999999676,-23.560999999999694,0.593,-23.560999999999694,0.6823989177814422,-0.6610674720348817,2.088542950727292,-0.6610674720348817
DeepSeek R1 0528,1k-1k,5632,72,fp8,gb200,34.154,3617.088,28.378,3617.088,34.819,3619.427,28.109,3619.427,0.6649999999999991,2.338999999999942,-0.26899999999999835,2.338999999999942,1.947063301516657,0.06466527770405203,-0.9479174008034336,0.06466527770405203
DeepSeek R1 0528,1k-1k,564,36,fp4,gb200,16.864,1589.09,59.877,1589.09,16.869,1591.507,59.914,1591.507,0.004999999999999005,2.4170000000001437,0.036999999999999034,2.4170000000001437,0.029648956356730344,0.15209962934762308,0.061793343019855757,0.15209962934762308
DeepSeek R1 0528,1k-1k,6144,72,fp8,gb200,35.833,3627.15,26.547,3627.15,35.711,3807.751,26.302,3807.751,-0.12199999999999989,180.6010000000001,-0.245000000000001,180.6010000000001,-0.340468283425892,4.979143404601412,-0.9228914754962934,4.979143404601412
DeepSeek R1 0528,1k-1k,64,36,fp4,gb200,9.535,333.651,99.877,333.651,9.514,334.089,100.022,334.089,-0.021000000000000796,0.4379999999999882,0.14500000000001023,0.4379999999999882,-0.220241216570538,0.13127489502503759,0.14517856964066828,0.13127489502503759
DeepSeek R1 0528,1k-1k,64,36,fp4,gb200_mtp,6.323,494.074,151.179,494.074,6.382,489.706,150.621,489.706,0.058999999999999275,-4.367999999999995,-0.5579999999999927,-4.367999999999995,0.933101375929136,-0.8840780935649306,-0.3690988827813339,-0.8840780935649306
DeepSeek R1 0528,1k-1k,64,4,fp4,b200,22.661,1221.155,41.526,1221.155,22.647,1221.254,41.512,1221.254,-0.014000000000002899,0.0989999999999327,-0.014000000000002899,0.0989999999999327,-0.06178015092009575,0.008107078953935636,-0.0337138178490654,0.008107078953935636
DeepSeek R1 0528,1k-1k,64,4,fp4,b200_trt,19.933,1440.544,46.857,1440.544,19.955,1439.335,46.765,1439.335,0.021999999999998465,-1.20900000000006,-0.09199999999999875,-1.20900000000006,0.11036973862438401,-0.08392662771842166,-0.19634206201847912,-0.08392662771842166
DeepSeek R1 0528,1k-1k,64,4,fp4,mi355x,35.59,818.736,26.295,818.736,35.383,823.096,26.454,823.096,-0.20700000000000074,4.360000000000014,0.15899999999999892,4.360000000000014,-0.5816240516999177,0.5325281897950027,0.6046776953793455,0.5325281897950027
DeepSeek R1 0528,1k-1k,64,8,fp4,b200,18.332,743.569,51.295,743.569,21.201,644.142,44.732,644.142,2.8689999999999998,-99.42699999999991,-6.563000000000002,-99.42699999999991,15.650229107571459,-13.371590262638694,-12.794619358611955,-13.371590262638694
DeepSeek R1 0528,1k-1k,64,8,fp4,b200_trt,16.811,853.468,55.442,853.468,16.753,856.41,55.595,856.41,-0.05799999999999983,2.9420000000000073,0.1529999999999987,2.9420000000000073,-0.3450121943965251,0.34471122525976455,0.27596407056022276,0.34471122525976455
DeepSeek R1 0528,1k-1k,64,8,fp4,mi355x,23.469,619.184,40.04,619.184,23.545,617.052,39.819,617.052,0.07600000000000051,-2.131999999999948,-0.22099999999999653,-2.131999999999948,0.3238314372150518,-0.3443241427426982,-0.5519480519480433,-0.3443241427426982
DeepSeek R1 0528,1k-1k,64,8,fp8,b200,23.137,596.345,40.702,596.345,23.09,596.79,40.749,596.79,-0.0470000000000006,0.44499999999993634,0.04700000000000415,0.44499999999993634,-0.2031378311794986,0.07462123435258722,0.11547344110855523,0.07462123435258722
DeepSeek R1 0528,1k-1k,64,8,fp8,b200_trt,27.079,522.042,35.821,522.042,26.959,524.338,35.969,524.338,-0.120000000000001,2.2959999999999354,0.14800000000000324,2.2959999999999354,-0.4431478267292034,0.43981135617439504,0.4131654616007461,0.43981135617439504
DeepSeek R1 0528,1k-1k,64,8,fp8,h200,29.765,485.597,30.974,485.597,30.088,481.523,30.697,481.523,0.3230000000000004,-4.073999999999955,-0.277000000000001,-4.073999999999955,1.0851671426171692,-0.8389672918078067,-0.8942984438561407,-0.8389672918078067
DeepSeek R1 0528,1k-1k,64,8,fp8,h200_trt,31.218,454.855,29.825,454.855,30.964,464.007,30.135,464.007,-0.25400000000000134,9.151999999999987,0.3100000000000023,9.151999999999987,-0.8136331603562091,2.0120697804794903,1.039396479463545,2.0120697804794903
DeepSeek R1 0528,1k-1k,64,8,fp8,mi300x,39.684,363.218,23.235,363.218,39.498,366.737,23.323,366.737,-0.18599999999999994,3.5190000000000055,0.08800000000000097,3.5190000000000055,-0.46870275173873593,0.9688396500173464,0.3787389713793887,0.9688396500173464
DeepSeek R1 0528,1k-1k,64,8,fp8,mi325x,35.783,401.857,25.861,401.857,35.821,401.922,25.757,401.922,0.0379999999999967,0.06499999999999773,-0.1039999999999992,0.06499999999999773,0.10619567951260851,0.016174907989657445,-0.4021499555314922,0.016174907989657445
DeepSeek R1 0528,1k-1k,64,8,fp8,mi355x,28.8,507.926,32.072,507.926,28.848,506.784,32.011,506.784,0.047999999999998266,-1.141999999999996,-0.06099999999999994,-1.141999999999996,0.16666666666666066,-0.2248359012927072,-0.19019705662259895,-0.2248359012927072
DeepSeek R1 0528,1k-1k,8192,72,fp8,gb200,42.969,4073.539,24.859,4073.539,42.96,4147.425,24.358,4147.425,-0.009000000000000341,73.88599999999997,-0.5010000000000012,73.88599999999997,-0.020945332681701553,1.813803672924206,-2.0153666680075673,1.813803672924206
DeepSeek R1 0528,1k-1k,8,36,fp4,gb200,6.375,61.146,149.569,61.146,6.374,61.214,149.75,61.214,-0.001000000000000334,0.06799999999999784,0.1810000000000116,0.06799999999999784,-0.01568627450980916,0.11120923690837968,0.1210143813223406,0.11120923690837968
DeepSeek R1 0528,1k-1k,8,36,fp4,gb200_mtp,3.804,92.634,250.959,92.634,3.917,93.04,252.315,93.04,0.11299999999999999,0.4060000000000059,1.3559999999999945,0.4060000000000059,2.97055730809674,0.4382839993954767,0.5403273044600889,0.4382839993954767
DeepSeek R1 0528,1k-1k,8,4,fp4,b200,11.8,310.626,81.646,310.626,10.655,342.803,88.667,342.803,-1.1450000000000014,32.17700000000002,7.021000000000001,32.17700000000002,-9.703389830508485,10.358759408420424,8.599319011341647,10.358759408420424
DeepSeek R1 0528,1k-1k,8,4,fp4,b200_trt,9.589,382.543,98.52,382.543,9.578,382.637,98.5,382.637,-0.011000000000001009,0.09399999999999409,-0.01999999999999602,0.09399999999999409,-0.11471477734905629,0.024572401011126618,-0.020300446609821377,0.024572401011126618
DeepSeek R1 0528,1k-1k,8,4,fp4,mi355x,17.875,204.552,52.231,204.552,17.948,204.057,52.144,204.057,0.0730000000000004,-0.49500000000000455,-0.0870000000000033,-0.49500000000000455,0.4083916083916106,-0.2419922562478023,-0.16656774712336217,-0.2419922562478023
DeepSeek R1 0528,1k-1k,8,8,fp4,b200,9.056,202.385,105.221,202.385,9.41,194.095,102.682,194.095,0.354000000000001,-8.289999999999992,-2.5390000000000015,-8.289999999999992,3.9090106007067247,-4.096153371050222,-2.4130164130734375,-4.096153371050222
DeepSeek R1 0528,1k-1k,8,8,fp4,b200_trt,8.269,221.533,114.782,221.533,8.458,217.05,112.728,217.05,0.18900000000000006,-4.482999999999976,-2.054000000000002,-4.482999999999976,2.285645180795744,-2.0236262768977875,-1.7894791866320523,-2.0236262768977875
DeepSeek R1 0528,1k-1k,8,8,fp4,mi355x,13.092,139.512,71.935,139.512,13.078,139.664,71.946,139.664,-0.014000000000001123,0.1519999999999868,0.01099999999999568,0.1519999999999868,-0.10693553315002384,0.10895120133034206,0.015291582678801251,0.10895120133034206
