model_name,sequence_length,conc,tp,precision,hwKey_v1,hwKey_v2,e2e_x_v1,e2e_x_v2,e2e_x_abs_diff,e2e_x_pct_diff,e2e_y_v1,e2e_y_v2,e2e_y_abs_diff,e2e_y_pct_diff,inter_x_v1,inter_x_v2,inter_x_abs_diff,inter_x_pct_diff,inter_y_v1,inter_y_v2,inter_y_abs_diff,inter_y_pct_diff
Llama 3.3 70B Instruct,1k-1k,8,8,fp8,b200_trt,mi300x,5.403,9.094,3.691,68.31389968535998,337.096,200.062,137.034,40.65132781166196,174.796,103.891,70.90499999999999,40.56442939197692,337.096,200.062,137.034,40.65132781166196
Llama 3.3 70B Instruct,1k-1k,8,4,fp8,b200_trt,h100,6.74,11.319,4.579000000000001,67.93768545994065,541.228,321.496,219.73199999999997,40.59878646337587,142.728,83.021,59.70700000000001,41.83271677596548,541.228,321.496,219.73199999999997,40.59878646337587
Llama 3.3 70B Instruct,8k-1k,32,1,fp8,b200,mi325x,39.216,65.375,26.159,66.7049163606691,6591.355,3985.947,2605.4079999999994,39.52765402561384,24.101,14.5,9.600999999999999,39.836521306169864,6591.355,3985.947,2605.4079999999994,39.52765402561384
Llama 3.3 70B Instruct,1k-8k,16,4,fp8,b200,h100,64.03,104.517,40.486999999999995,63.231297829142584,505.96,310.646,195.31399999999996,38.60265633646928,116.307,70.849,45.458,39.0844919050444,505.96,310.646,195.31399999999996,38.60265633646928
DeepSeek R1 0528,1k-1k,16,8,fp8,b200,mi325x,14.392,23.403,9.011,62.61117287381879,253.811,153.629,100.18200000000002,39.471102513287455,65.682,39.36,26.322000000000003,40.0749063670412,253.811,153.629,100.18200000000002,39.471102513287455
Llama 3.3 70B Instruct,1k-8k,64,8,fp8,b200_trt,mi300x,68.125,110.725,42.599999999999994,62.53211009174311,942.322,579.594,362.72799999999995,38.492999208338546,107.534,66.089,41.44500000000001,38.54129856603493,942.322,579.594,362.72799999999995,38.492999208338546
DeepSeek R1 0528,1k-1k,32,8,fp8,b200,mi325x,17.062,27.708,10.645999999999997,62.39596764740357,428.043,258.653,169.39,39.573126998923,55.07,33.451,21.619,39.25730887960777,428.043,258.653,169.39,39.573126998923
gpt-oss 120B,1k-1k,4,1,fp4,mi355x,h200_trt,3.95,6.401,2.4509999999999996,62.05063291139239,1823.437,1118.379,705.058,38.66643048265446,238.004,143.792,94.21199999999999,39.58420866876187,1823.437,1118.379,705.058,38.66643048265446
DeepSeek R1 0528,8k-1k,12,28,fp4,gb200_mtp,gb200,4.874,7.879,3.005,61.65367254821502,677.92,432.807,245.11299999999994,36.156626150578234,206.923,124.707,82.21600000000001,39.73265417570788,677.92,432.807,245.11299999999994,36.156626150578234
Llama 3.3 70B Instruct,8k-1k,16,2,fp8,mi355x,h100,20.643,32.985,12.341999999999999,59.78782153756721,3093.61,1950.381,1143.229,36.95452885140661,45.433,28.458,16.975,37.362709924504216,3093.61,1950.381,1143.229,36.95452885140661
DeepSeek R1 0528,1k-1k,8,8,fp4,b200_trt,mi355x,8.269,13.078,4.808999999999999,58.15697182246945,221.533,139.664,81.869,36.955668004315385,114.782,71.946,42.836,37.31944033036539,221.533,139.664,81.869,36.955668004315385
DeepSeek R1 0528,1k-1k,4,8,fp8,h200_trt,mi325x,12.858,20.288,7.43,57.78503655311867,69.669,44.243,25.425999999999995,36.495428382781434,72.84,45.867,26.973000000000006,37.030477759472824,69.669,44.243,25.425999999999995,36.495428382781434
Llama 3.3 70B Instruct,8k-1k,64,4,fp8,b200_trt,h200_trt,23.002,35.817,12.815000000000001,55.712546735066525,5746.13,3692.077,2054.053,35.74671996630776,41.009,26.284,14.725000000000001,35.90675217635154,5746.13,3692.077,2054.053,35.74671996630776
DeepSeek R1 0528,8k-1k,24,28,fp4,gb200_mtp,gb200,5.829,9.051,3.2220000000000004,55.275347400926414,1137.113,753.567,383.54600000000005,33.72980521724754,172.525,109.34,63.185,36.62367772786553,1137.113,753.567,383.54600000000005,33.72980521724754
DeepSeek R1 0528,8k-1k,8,8,fp8,b200_trt,mi325x,16.325,25.259,8.934000000000001,54.7258805513017,492.081,321.235,170.846,34.719080801737924,57.712,37.761,19.951,34.5699334627114,492.081,321.235,170.846,34.719080801737924
Llama 3.3 70B Instruct,1k-8k,32,2,fp8,h100,b200,206.724,94.96,111.764,54.0643563398541,633.389,1370.319,736.93,116.34714211961368,35.945,78.294,42.349,117.81610794269022,633.389,1370.319,736.93,116.34714211961368
gpt-oss 120B,1k-1k,4,4,fp4,mi300x,b200_trt,4.937,2.275,2.6620000000000004,53.91938424144218,357.773,790.75,432.977,121.0200322550891,191.543,410.171,218.628,114.1404279978908,357.773,790.75,432.977,121.0200322550891
gpt-oss 120B,1k-1k,32,4,fp4,mi355x,h100,5.494,8.393,2.899000000000001,52.76665453221698,2586.171,1717.308,868.8629999999998,33.596502319452185,169.936,110.22,59.71600000000001,35.14028810846437,2586.171,1717.308,868.8629999999998,33.596502319452185
gpt-oss 120B,1k-1k,16,4,fp4,h100,b200_trt,6.622,3.138,3.484,52.61250377529447,1092.0,2298.476,1206.476,110.4831501831502,139.261,292.473,153.21200000000002,110.01788009564774,1092.0,2298.476,1206.476,110.4831501831502
Llama 3.3 70B Instruct,8k-1k,4,2,fp8,b200_trt,h200,10.257,15.587,5.33,51.96451204055768,1554.166,1024.48,529.6859999999999,34.08168754174264,91.411,60.823,30.588,33.46205598888537,1554.166,1024.48,529.6859999999999,34.08168754174264
Llama 3.3 70B Instruct,1k-1k,32,4,fp8,b200,mi300x,9.715,14.738,5.023,51.703551209469886,1447.656,976.945,470.7109999999999,32.515390396613554,97.549,63.2,34.349000000000004,35.212047278803475,1447.656,976.945,470.7109999999999,32.515390396613554
DeepSeek R1 0528,1k-8k,4,8,fp8,mi325x,b200,158.082,76.363,81.719,51.694057514454514,25.157,53.593,28.436000000000003,113.0341455658465,45.371,96.756,51.385,113.25516298957483,25.157,53.593,28.436000000000003,113.0341455658465
gpt-oss 120B,1k-1k,16,2,fp4,h200_trt,b200_trt,8.268,4.019,4.2490000000000006,51.39090469279148,1745.363,3589.277,1843.914,105.64644718605814,110.619,229.696,119.077,107.64606441931312,1745.363,3589.277,1843.914,105.64644718605814
gpt-oss 120B,1k-1k,32,1,fp4,mi325x,b200,15.896,7.818,8.078000000000001,50.81781580271767,3639.551,7378.565,3739.0139999999997,102.73283709996095,58.507,118.363,59.856,102.30570700941767,3639.551,7378.565,3739.0139999999997,102.73283709996095
DeepSeek R1 0528,8k-1k,32,8,fp8,b200,mi325x,27.819,41.915,14.096,50.6704051188037,1131.093,767.024,364.0690000000001,32.18736213556269,34.287,22.371,11.916,34.75369673637238,1131.093,767.024,364.0690000000001,32.18736213556269
gpt-oss 120B,1k-1k,4,1,fp4,mi300x,b200,7.662,3.79,3.872,50.535108326807624,911.352,1894.323,982.9710000000001,107.85854422879414,119.783,242.463,122.67999999999999,102.41854019351659,911.352,1894.323,982.9710000000001,107.85854422879414
gpt-oss 120B,1k-1k,16,1,fp4,mi325x,b200_trt,11.475,5.706,5.768999999999999,50.27450980392156,2547.051,5093.923,2546.872,99.99297226478778,82.149,160.587,78.43799999999999,95.48259869261949,2547.051,5093.923,2546.872,99.99297226478778
Llama 3.3 70B Instruct,1k-1k,64,1,fp8,mi300x,b200,42.555,21.451,21.104,49.592292327576075,2713.201,5329.745,2616.544,96.43752895565054,21.876,43.677,21.801,99.65715852989577,2713.201,5329.745,2616.544,96.43752895565054
gpt-oss 120B,1k-1k,32,8,fp4,h200_trt,b200,8.089,4.104,3.9850000000000003,49.2644331808629,898.928,1737.934,839.006,93.33406012494882,115.28,225.056,109.77600000000001,95.22553782095767,898.928,1737.934,839.006,93.33406012494882
Llama 3.3 70B Instruct,1k-8k,32,2,fp8,h200,b200_trt,172.684,88.066,84.618,49.00164462254754,758.733,1482.389,723.656,95.37689806559092,42.759,84.328,41.569,97.21696017212751,758.733,1482.389,723.656,95.37689806559092
Llama 3.3 70B Instruct,8k-1k,64,8,fp8,mi300x,b200_trt,36.382,18.769,17.613,48.41130229234237,1820.724,3522.093,1701.369,93.44464070336855,25.758,49.986,24.227999999999998,94.06009783368273,1820.724,3522.093,1701.369,93.44464070336855
DeepSeek R1 0528,1k-1k,32,36,fp4,gb200_mtp,gb200,5.322,7.885,2.5629999999999997,48.158586997369405,288.423,197.709,90.714,31.451721950052523,180.39,118.524,61.865999999999985,34.29569266589056,288.423,197.709,90.714,31.451721950052523
Llama 3.3 70B Instruct,1k-1k,64,8,fp8,b200,mi300x,11.211,16.59,5.379,47.97966283114798,1258.159,874.717,383.4420000000001,30.476434218568567,85.631,55.85,29.781,34.778292907942216,1258.159,874.717,383.4420000000001,30.476434218568567
Llama 3.3 70B Instruct,1k-8k,8,4,fp8,h200_trt,h100,62.377,92.217,29.839999999999996,47.83814547028552,258.622,175.108,83.51400000000001,32.29191638762364,118.26,79.97,38.290000000000006,32.3778116015559,258.622,175.108,83.51400000000001,32.29191638762364
DeepSeek R1 0528,8k-1k,64,8,fp8,mi300x,b200_trt,76.379,39.972,36.407000000000004,47.66624333913772,859.481,1641.604,782.123,90.99945199486667,12.23,23.445,11.215,91.70073589533932,859.481,1641.604,782.123,90.99945199486667
DeepSeek R1 0528,1k-1k,8,8,fp8,b200_trt,mi325x,14.789,21.818,7.029000000000002,47.52856853066469,122.988,83.413,39.575,32.17793605880249,63.872,43.146,20.726,32.44927354709419,122.988,83.413,39.575,32.17793605880249
Llama 3.3 70B Instruct,8k-1k,32,4,fp8,h200_trt,mi300x,21.695,31.893,10.198,47.00622263194285,2994.905,2043.75,951.1550000000002,31.759104211986696,43.713,29.637,14.076,32.20094708667902,2994.905,2043.75,951.1550000000002,31.759104211986696
DeepSeek R1 0528,1k-1k,8,8,fp8,h200_trt,mi300x,15.696,23.008,7.311999999999999,46.58511722731906,115.751,79.084,36.667,31.677480108163213,60.863,41.087,19.775999999999996,32.49264742125757,115.751,79.084,36.667,31.677480108163213
DeepSeek R1 0528,1k-1k,16,4,fp4,mi355x,b200_trt,23.978,12.823,11.155000000000001,46.52181166068897,306.265,562.224,255.95900000000006,83.5743555417694,38.863,72.062,33.199,85.42572626920206,306.265,562.224,255.95900000000006,83.5743555417694
Llama 3.3 70B Instruct,8k-1k,16,8,fp8,b200_trt,mi355x,8.446,12.375,3.9290000000000003,46.51906227800143,1895.572,1292.109,603.463,31.83540377258157,111.221,75.528,35.693,32.091961050521036,1895.572,1292.109,603.463,31.83540377258157
gpt-oss 120B,1k-1k,32,1,fp4,h200_trt,b200_trt,14.32,7.718,6.602,46.10335195530727,4048.57,7506.563,3457.993,85.41270127477108,65.02,119.678,54.658,84.06336511842511,4048.57,7506.563,3457.993,85.41270127477108
DeepSeek R1 0528,1k-1k,4,4,fp4,mi355x,b200_trt,14.422,7.839,6.583,45.645541533767855,126.939,230.846,103.90700000000001,81.85585202341284,64.86,119.472,54.611999999999995,84.19981498612395,126.939,230.846,103.90700000000001,81.85585202341284
DeepSeek R1 0528,8k-1k,32,8,fp4,b200,mi355x,20.518,29.869,9.350999999999999,45.57461740910419,1507.361,1097.66,409.701,27.180018588778665,46.301,31.491,14.810000000000002,31.98635018682102,1507.361,1097.66,409.701,27.180018588778665
Llama 3.3 70B Instruct,1k-1k,32,1,fp8,b200,mi325x,18.357,26.678,8.321000000000002,45.32875742223676,3100.445,2151.363,949.0820000000003,30.61115420528344,51.075,34.838,16.237000000000002,31.790504160548217,3100.445,2151.363,949.0820000000003,30.61115420528344
Llama 3.3 70B Instruct,1k-1k,64,2,fp8,b200_trt,h200_trt,12.771,18.53,5.759,45.094354396679975,4461.716,3092.113,1369.6030000000005,30.696776755849104,74.116,51.316,22.799999999999997,30.76258837497976,4461.716,3092.113,1369.6030000000005,30.696776755849104
DeepSeek R1 0528,1k-8k,32,8,fp8,b200_trt,mi300x,155.953,226.013,70.06,44.9237911422031,209.075,144.072,65.00299999999999,31.09075690541671,47.798,32.989,14.809000000000005,30.9824678856856,209.075,144.072,65.00299999999999,31.09075690541671
Llama 3.3 70B Instruct,1k-1k,32,8,fp8,b200_trt,mi355x,6.902,10.0,3.098,44.88554042306577,1039.225,713.665,325.55999999999995,31.327190935552935,134.762,92.55,42.212,31.323370089491103,1039.225,713.665,325.55999999999995,31.327190935552935
Llama 3.3 70B Instruct,8k-1k,8,1,fp8,mi325x,b200,37.149,20.555,16.594,44.668766319416406,1752.001,3157.509,1405.508,80.22301357133928,26.327,46.772,20.444999999999997,77.65791772704827,1752.001,3157.509,1405.508,80.22301357133928
Llama 3.3 70B Instruct,1k-1k,64,2,fp8,h200,mi300x,21.377,30.866,9.489,44.38882911540441,2676.631,1883.362,793.2689999999998,29.63684572135643,43.466,30.185,13.281000000000002,30.554916486449184,2676.631,1883.362,793.2689999999998,29.63684572135643
Llama 3.3 70B Instruct,1k-8k,4,2,fp8,b200_trt,h200,70.938,102.004,31.066000000000003,43.79317150187488,224.99,156.498,68.49200000000002,30.44224187741678,101.532,70.592,30.939999999999998,30.473151321750773,224.99,156.498,68.49200000000002,30.44224187741678
Llama 3.3 70B Instruct,1k-8k,64,4,fp8,h200_trt,mi325x,101.743,145.968,44.224999999999994,43.467363848127135,1265.16,880.972,384.1880000000001,30.36675203136363,72.409,50.352,22.05700000000001,30.461682939966035,1265.16,880.972,384.1880000000001,30.36675203136363
DeepSeek R1 0528,1k-1k,8,8,fp8,mi300x,h200,23.651,13.403,10.248,43.33009175087734,77.098,136.243,59.144999999999996,76.71405224519442,39.905,70.854,30.948999999999998,77.55669715574489,77.098,136.243,59.144999999999996,76.71405224519442
Llama 3.3 70B Instruct,1k-8k,32,4,fp8,h200_trt,h200,82.089,117.598,35.509,43.25670918149813,794.067,555.347,238.72000000000003,30.062954385461175,90.554,62.47,28.084000000000003,31.013538882876517,794.067,555.347,238.72000000000003,30.062954385461175
DeepSeek R1 0528,8k-1k,64,8,fp8,h200_trt,mi300x,49.705,71.185,21.480000000000004,43.21496831304699,1317.532,925.589,391.94299999999987,29.74827176873123,20.154,13.184,6.970000000000001,34.5837054678972,1317.532,925.589,391.94299999999987,29.74827176873123
DeepSeek R1 0528,1k-1k,8,8,fp8,b200,b200_trt,10.374,14.8,4.426,42.66435319066898,175.69,122.965,52.724999999999994,30.010245318458644,90.408,63.851,26.557000000000002,29.374612866118042,175.69,122.965,52.724999999999994,30.010245318458644
gpt-oss 120B,1k-1k,16,8,fp4,mi355x,h100,3.88,5.528,1.6479999999999997,42.4742268041237,910.796,651.031,259.7650000000001,28.52065665637531,242.237,165.946,76.291,31.494362958590138,910.796,651.031,259.7650000000001,28.52065665637531
gpt-oss 120B,1k-1k,32,8,fp4,mi325x,b200_trt,6.469,3.747,2.7220000000000004,42.07760086566703,1071.451,1917.188,845.7370000000001,78.93380098576603,145.613,246.837,101.22399999999999,69.51577125668724,1071.451,1917.188,845.7370000000001,78.93380098576603
Llama 3.3 70B Instruct,1k-8k,64,2,fp8,h100,h200,341.223,197.704,143.519,42.060177655081866,761.961,1300.022,538.0609999999999,70.61529395861467,27.804,36.908,9.104000000000003,32.74349014530284,761.961,1300.022,538.0609999999999,70.61529395861467
DeepSeek R1 0528,1k-1k,32,8,fp8,b200_trt,mi300x,20.954,29.727,8.773,41.867901116731886,342.929,241.585,101.34399999999997,29.552472960875274,44.479,31.085,13.393999999999998,30.11308707479934,342.929,241.585,101.34399999999997,29.552472960875274
Llama 3.3 70B Instruct,1k-1k,4,1,fp8,b200_trt,mi325x,13.873,19.67,5.797000000000002,41.78620341670873,518.335,366.713,151.622,29.251738740389904,68.449,47.483,20.966,30.630104165144857,518.335,366.713,151.622,29.251738740389904
Llama 3.3 70B Instruct,1k-8k,64,2,fp8,mi325x,b200,198.501,116.241,82.26,41.44059727658803,1302.106,2209.42,907.3140000000001,69.68050220181767,37.164,63.1,25.936,69.78796684963943,1302.106,2209.42,907.3140000000001,69.68050220181767
gpt-oss 120B,1k-1k,32,4,fp4,mi300x,mi355x,9.314,5.458,3.856,41.40004294610264,1496.143,2600.578,1104.435,73.81881277391264,100.014,170.979,70.96500000000002,70.95506629071932,1496.143,2600.578,1104.435,73.81881277391264
DeepSeek R1 0528,1k-8k,8,8,fp8,h200,mi355x,103.963,146.98,43.016999999999996,41.37722074199475,78.05,55.47,22.58,28.9301729660474,71.409,50.123,21.28600000000001,29.808567547508027,78.05,55.47,22.58,28.9301729660474
gpt-oss 120B,1k-1k,32,8,fp4,mi300x,mi355x,7.662,4.499,3.1630000000000003,41.28164969981729,900.274,1567.683,667.409,74.13398587541127,122.841,207.598,84.75700000000002,68.99732174111251,900.274,1567.683,667.409,74.13398587541127
Llama 3.3 70B Instruct,1k-8k,4,4,fp8,h100,b200_trt,85.305,50.435,34.870000000000005,40.87685364281109,93.573,158.117,64.544,68.97716221559638,84.446,142.69,58.244,68.97188735996968,93.573,158.117,64.544,68.97716221559638
Llama 3.3 70B Instruct,1k-1k,64,4,fp8,b200_trt,h200_trt,9.313,13.108,3.795,40.74948996027059,3063.633,2180.768,882.8649999999998,28.81758356826682,101.543,72.221,29.322000000000003,28.876436583516345,3063.633,2180.768,882.8649999999998,28.81758356826682
DeepSeek R1 0528,1k-8k,64,8,fp8,h200,mi300x,234.63,330.088,95.45800000000003,40.68448195030474,275.773,195.07,80.70300000000003,29.2642862064089,31.339,22.128,9.210999999999999,29.39149302785666,275.773,195.07,80.70300000000003,29.2642862064089
Llama 3.3 70B Instruct,1k-8k,8,1,fp8,mi300x,b200,206.285,122.946,83.339,40.39993213272899,314.204,524.688,210.48399999999998,66.98959911395144,35.804,60.017,24.213,67.62652217629315,314.204,524.688,210.48399999999998,66.98959911395144
Llama 3.3 70B Instruct,1k-8k,32,4,fp8,h100,h200_trt,137.727,82.195,55.53200000000001,40.320343868667734,475.639,793.207,317.568,66.76660240224204,53.85,90.433,36.583000000000006,67.93500464252554,475.639,793.207,317.568,66.76660240224204
DeepSeek R1 0528,1k-1k,64,8,fp4,b200_trt,mi355x,16.811,23.545,6.734000000000002,40.05710546665874,853.468,617.052,236.41599999999994,27.70062849456569,55.442,39.819,15.622999999999998,28.178997871649646,853.468,617.052,236.41599999999994,27.70062849456569
Llama 3.3 70B Instruct,1k-1k,16,2,fp8,mi325x,b200_trt,15.477,9.304,6.173,39.884990631259285,927.257,1546.18,618.9230000000001,66.74773013306992,59.714,100.912,41.19800000000001,68.99219613490976,927.257,1546.18,618.9230000000001,66.74773013306992
DeepSeek R1 0528,1k-8k,8,8,fp8,mi325x,h200,171.888,103.337,68.551,39.88120171274318,46.968,78.284,31.316000000000003,66.67518310338954,42.98,71.436,28.45600000000001,66.20753838994884,46.968,78.284,31.316000000000003,66.67518310338954
DeepSeek R1 0528,8k-1k,8,8,fp8,mi300x,h200,26.482,15.949,10.533,39.77418623970999,307.241,510.092,202.851,66.02341484372202,36.19,60.033,23.843000000000004,65.88284056369163,307.241,510.092,202.851,66.02341484372202
Llama 3.3 70B Instruct,1k-1k,16,2,fp8,b200_trt,mi355x,9.303,13.002,3.699,39.76136730087068,1547.666,1106.74,440.92599999999993,28.489738742080007,101.105,71.094,30.01100000000001,29.683002818851694,1547.666,1106.74,440.92599999999993,28.489738742080007
Llama 3.3 70B Instruct,8k-1k,8,8,fp8,b200,mi355x,7.425,10.365,2.9400000000000004,39.5959595959596,1090.039,781.573,308.466,28.29862050807356,129.513,91.798,37.715,29.120628817184375,1090.039,781.573,308.466,28.29862050807356
Llama 3.3 70B Instruct,8k-1k,64,2,fp8,h200_trt,b200_trt,57.804,34.996,22.808,39.457476991211685,4579.661,7553.57,2973.9089999999997,64.9373174127954,16.281,26.848,10.567,64.90387568331184,4579.661,7553.57,2973.9089999999997,64.9373174127954
Llama 3.3 70B Instruct,8k-1k,8,8,fp8,h200_trt,mi300x,8.194,11.415,3.2209999999999983,39.30925067122282,991.337,707.318,284.019,28.650095779739885,117.453,84.564,32.88900000000001,28.001839033485744,991.337,707.318,284.019,28.650095779739885
Llama 3.3 70B Instruct,1k-8k,4,8,fp8,h200_trt,h100,46.209,64.335,18.12599999999999,39.22612478088682,86.162,61.922,24.24000000000001,28.133051693321892,155.414,111.638,43.77599999999998,28.167346571093972,86.162,61.922,24.24000000000001,28.133051693321892
Llama 3.3 70B Instruct,8k-1k,8,2,fp8,b200,mi355x,13.137,18.286,5.149000000000001,39.19464109005101,2464.455,1765.885,698.5699999999999,28.345820881290184,73.209,53.132,20.077000000000005,27.424223797620517,2464.455,1765.885,698.5699999999999,28.345820881290184
DeepSeek R1 0528,1k-1k,32,8,fp8,mi325x,b200,27.829,16.988,10.841000000000001,38.95576556829207,258.195,429.839,171.644,66.4784368403726,33.401,55.29,21.888999999999996,65.53396604892066,258.195,429.839,171.644,66.4784368403726
Llama 3.3 70B Instruct,8k-1k,32,8,fp8,b200_trt,h200_trt,11.653,16.163,4.51,38.702480048056294,2764.46,2004.194,760.2660000000001,27.501428850480746,80.637,58.45,22.186999999999998,27.51466448404578,2764.46,2004.194,760.2660000000001,27.501428850480746
gpt-oss 120B,1k-1k,4,4,fp4,h100,b200,4.763,2.931,1.8319999999999999,38.46315347470082,377.905,610.468,232.563,61.54006959421019,194.239,315.993,121.75399999999999,62.68257147122874,377.905,610.468,232.563,61.54006959421019
Llama 3.3 70B Instruct,8k-1k,16,1,fp8,h200_trt,mi300x,37.65,52.121,14.471000000000004,38.435590969455525,3405.778,2477.383,928.395,27.25941033150135,25.063,18.226,6.837,27.279256274189045,3405.778,2477.383,928.395,27.25941033150135
gpt-oss 120B,1k-1k,4,1,fp4,h200,mi355x,6.316,3.922,2.3939999999999997,37.903736542115254,1143.975,1826.886,682.9110000000001,59.696322035009516,146.686,237.284,90.59799999999998,61.76322212072044,1143.975,1826.886,682.9110000000001,59.696322035009516
DeepSeek R1 0528,1k-8k,8,8,fp8,mi355x,b200,147.235,91.542,55.69300000000001,37.82592454239821,55.444,89.765,34.321,61.90209941562658,50.134,81.416,31.281999999999996,62.39677663860852,55.444,89.765,34.321,61.90209941562658
DeepSeek R1 0528,1k-8k,4,8,fp8,mi300x,b200_trt,169.887,105.848,64.039,37.69505612554227,23.422,37.663,14.240999999999996,60.80181026385447,42.232,67.835,25.602999999999994,60.624644819094506,23.422,37.663,14.240999999999996,60.80181026385447
DeepSeek R1 0528,1k-1k,4,8,fp4,mi355x,b200,12.138,7.572,4.566,37.61739990113692,75.246,120.481,45.235,60.11615235361349,77.159,125.214,48.05499999999999,62.28048575020411,75.246,120.481,45.235,60.11615235361349
DeepSeek R1 0528,1k-1k,64,8,fp8,mi355x,mi300x,28.8,39.498,10.697999999999997,37.14583333333332,507.926,366.737,141.18899999999996,27.797159428735675,32.072,23.323,8.749000000000002,27.279246694936397,507.926,366.737,141.18899999999996,27.797159428735675
gpt-oss 120B,1k-1k,32,4,fp4,h200,b200,7.111,4.534,2.577,36.23962874419912,2022.978,3150.906,1127.9279999999999,55.75582136829959,130.225,204.685,74.46000000000001,57.177961220963724,2022.978,3150.906,1127.9279999999999,55.75582136829959
Llama 3.3 70B Instruct,1k-1k,32,4,fp8,h100,b200,15.116,9.641,5.475,36.21989944429743,949.704,1460.56,510.856,53.79107595629796,61.226,98.285,37.059,60.528206970894715,949.704,1460.56,510.856,53.79107595629796
Llama 3.3 70B Instruct,1k-1k,16,8,fp8,mi355x,b200_trt,9.393,5.999,3.394000000000001,36.133290748429694,383.618,598.36,214.74200000000002,55.978082363184214,98.424,153.05,54.626000000000005,55.5006908884012,383.618,598.36,214.74200000000002,55.978082363184214
Llama 3.3 70B Instruct,8k-1k,32,8,fp8,mi355x,h100,15.175,20.635,5.460000000000001,35.980230642504125,2117.449,1565.554,551.895,26.064146054993532,61.906,45.478,16.427999999999997,26.537007721384033,2117.449,1565.554,551.895,26.064146054993532
DeepSeek R1 0528,1k-1k,4,8,fp8,mi325x,h200_trt,20.28,13.072,7.208000000000002,35.54240631163709,44.249,68.958,24.708999999999996,55.84080996180704,45.879,72.304,26.425000000000004,57.59715774101441,44.249,68.958,24.708999999999996,55.84080996180704
DeepSeek R1 0528,1k-1k,64,8,fp8,mi325x,b200,35.783,23.09,12.693000000000001,35.47215158035939,401.857,596.79,194.93299999999994,48.508051371507754,25.861,40.749,14.888000000000002,57.56931286493175,401.857,596.79,194.93299999999994,48.508051371507754
DeepSeek R1 0528,1k-8k,32,8,fp8,mi325x,b200,215.959,139.604,76.35499999999999,35.356248176737246,150.76,232.677,81.917,54.33603077739454,34.572,52.704,18.131999999999998,52.447066990628244,150.76,232.677,81.917,54.33603077739454
DeepSeek R1 0528,1k-8k,32,8,fp8,b200,h200_trt,138.964,187.42,48.45599999999999,34.86946259462882,233.738,173.387,60.351,25.819935141055367,52.931,39.642,13.288999999999994,25.10627042753773,233.738,173.387,60.351,25.819935141055367
Llama 3.3 70B Instruct,8k-1k,4,8,fp8,h100,b200_trt,9.233,6.032,3.2010000000000005,34.66912162893968,432.539,661.586,229.04700000000003,52.95406888164999,101.294,155.521,54.22699999999999,53.53426659032123,432.539,661.586,229.04700000000003,52.95406888164999
Llama 3.3 70B Instruct,1k-1k,64,1,fp8,h200_trt,b200_trt,31.158,20.381,10.777000000000001,34.58822774247384,3668.955,5577.141,1908.1859999999997,52.00897803325469,30.461,46.261,15.800000000000004,51.86960375562196,3668.955,5577.141,1908.1859999999997,52.00897803325469
DeepSeek R1 0528,8k-1k,4,8,fp8,mi300x,h200_trt,21.617,14.163,7.454000000000001,34.48212055326827,183.909,283.269,99.36000000000001,54.026719736391385,43.141,66.554,23.413000000000004,54.27087921003223,183.909,283.269,99.36000000000001,54.026719736391385
gpt-oss 120B,1k-1k,16,8,fp4,h200,b200_trt,4.612,3.039,1.573,34.106678230702514,774.171,1186.281,412.1099999999999,53.232425394389594,199.166,304.707,105.541,52.991474448450035,774.171,1186.281,412.1099999999999,53.232425394389594
gpt-oss 120B,1k-1k,4,8,fp4,mi325x,b200,4.208,2.782,1.4260000000000002,33.88783269961977,206.857,323.084,116.227,56.18712443862185,223.758,334.927,111.16900000000001,49.6826929093038,206.857,323.084,116.227,56.18712443862185
Llama 3.3 70B Instruct,8k-1k,16,8,fp8,h200,b200_trt,12.672,8.404,4.268000000000001,33.68055555555556,1265.131,1904.733,639.6019999999999,50.55618746200985,74.041,111.884,37.843,51.11087100390325,1265.131,1904.733,639.6019999999999,50.55618746200985
Llama 3.3 70B Instruct,1k-8k,64,4,fp8,mi355x,mi300x,113.174,151.268,38.093999999999994,33.659674483538616,1135.492,850.144,285.34799999999996,25.129899638218493,64.708,48.522,16.186,25.013908635717375,1135.492,850.144,285.34799999999996,25.129899638218493
DeepSeek R1 0528,8k-1k,16,8,fp8,mi325x,b200,30.411,20.317,10.094000000000001,33.191937128012896,525.087,762.013,236.92600000000004,45.12128466330342,30.801,47.194,16.393000000000004,53.222297977338414,525.087,762.013,236.92600000000004,45.12128466330342
Llama 3.3 70B Instruct,1k-8k,64,8,fp8,b200,mi325x,73.203,97.476,24.272999999999996,33.15847711159378,877.865,659.036,218.82900000000006,24.927409111879395,100.874,75.314,25.560000000000002,25.33854115034598,877.865,659.036,218.82900000000006,24.927409111879395
Llama 3.3 70B Instruct,8k-1k,8,4,fp8,mi355x,b200_trt,12.316,8.254,4.062000000000001,32.98148749594025,1307.65,1970.048,662.3979999999999,50.65560356364469,77.968,116.143,38.175,48.962394828647646,1307.65,1970.048,662.3979999999999,50.65560356364469
DeepSeek R1 0528,1k-1k,32,8,fp8,mi300x,b200_trt,32.281,21.653,10.628,32.92339146866578,222.948,332.412,109.46399999999997,49.09844448032724,29.027,43.192,14.165,48.7993936679643,222.948,332.412,109.46399999999997,49.09844448032724
