model_name,sequence_length,conc,tp,precision,hwKey_v1,hwKey_v2,e2e_x_v1,e2e_x_v2,e2e_x_abs_diff,e2e_x_pct_diff,e2e_y_v1,e2e_y_v2,e2e_y_abs_diff,e2e_y_pct_diff,inter_x_v1,inter_x_v2,inter_x_abs_diff,inter_x_pct_diff,inter_y_v1,inter_y_v2,inter_y_abs_diff,inter_y_pct_diff
gpt-oss 120B,1k-1k,16,4,fp4,h200,b200,5.58,3.763,1.8170000000000002,32.56272401433692,1286.027,1914.603,628.576,48.87735638520809,164.223,245.259,81.03599999999997,49.34509782429986,1286.027,1914.603,628.576,48.87735638520809
DeepSeek R1 0528,1k-1k,32,36,fp4,gb200,gb200_mtp,7.92,5.342,2.5780000000000003,32.55050505050505,196.971,290.374,93.40300000000002,47.41967091602318,118.423,180.777,62.353999999999985,52.65362302931017,196.971,290.374,93.40300000000002,47.41967091602318
DeepSeek R1 0528,1k-1k,64,8,fp8,b200_trt,mi325x,27.079,35.821,8.741999999999997,32.28331917722219,522.042,401.922,120.12,23.009642902295216,35.821,25.757,10.063999999999997,28.095251388850105,522.042,401.922,120.12,23.009642902295216
Llama 3.3 70B Instruct,1k-8k,16,1,fp8,mi300x,mi355x,207.391,140.744,66.64699999999999,32.13591718059125,626.596,922.603,296.00699999999995,47.24048669318029,35.795,52.703,16.908,47.235647436792846,626.596,922.603,296.00699999999995,47.24048669318029
Llama 3.3 70B Instruct,1k-1k,32,1,fp8,h200_trt,b200_trt,24.84,17.008,7.832000000000001,31.529790660225448,2311.36,3355.579,1044.219,45.17768759518206,38.395,55.586,17.190999999999995,44.77405912228153,2311.36,3355.579,1044.219,45.17768759518206
Llama 3.3 70B Instruct,8k-1k,64,8,fp8,b200,h200,21.291,27.933,6.6419999999999995,31.196280118359866,3050.327,2361.45,688.8770000000004,22.583709877662308,44.884,33.553,11.331000000000003,25.245076196417436,3050.327,2361.45,688.8770000000004,22.583709877662308
Llama 3.3 70B Instruct,1k-1k,16,4,fp8,h200_trt,mi325x,8.422,10.998,2.5759999999999987,30.58655901211112,856.392,653.696,202.69600000000003,23.66860036058254,111.844,83.949,27.894999999999996,24.940989235005897,856.392,653.696,202.69600000000003,23.66860036058254
DeepSeek R1 0528,1k-8k,16,8,fp8,mi300x,h200,188.857,131.945,56.912000000000006,30.134969844909115,85.765,123.153,37.388000000000005,43.593540488544285,39.193,55.863,16.67,42.53310540147476,85.765,123.153,37.388000000000005,43.593540488544285
DeepSeek R1 0528,1k-8k,32,8,fp8,mi300x,h200,262.557,183.877,78.68,29.966826251061672,124.174,177.836,53.662000000000006,43.215165815710215,28.397,40.352,11.954999999999998,42.09951755467126,124.174,177.836,53.662000000000006,43.215165815710215
Llama 3.3 70B Instruct,1k-8k,16,1,fp8,mi355x,mi325x,140.788,182.72,41.93199999999999,29.783788391056042,922.331,712.332,209.99900000000002,22.768290342621036,52.701,40.693,12.008000000000003,22.785146391909077,922.331,712.332,209.99900000000002,22.768290342621036
Llama 3.3 70B Instruct,8k-1k,4,4,fp8,b200,h200,8.265,10.724,2.4589999999999996,29.75196612220205,967.512,744.852,222.65999999999997,23.013668047528093,114.16,88.13,26.03,22.801331464611074,967.512,744.852,222.65999999999997,23.013668047528093
Llama 3.3 70B Instruct,1k-1k,8,8,fp8,b200,h200,6.112,7.93,1.8179999999999996,29.744764397905755,297.226,229.51,67.71600000000001,22.78266369698479,154.939,118.668,36.27099999999999,23.40985807317718,297.226,229.51,67.71600000000001,22.78266369698479
DeepSeek R1 0528,1k-8k,64,8,fp8,mi325x,b200_trt,269.17,190.335,78.83500000000001,29.288182189694247,238.243,338.549,100.30599999999998,42.102391255986525,27.222,38.654,11.432000000000002,41.99544486077438,238.243,338.549,100.30599999999998,42.102391255986525
DeepSeek R1 0528,1k-1k,8,8,fp8,mi325x,h200_trt,21.998,15.604,6.394000000000002,29.066278752613883,82.862,117.032,34.17,41.23723781709349,42.886,61.245,18.358999999999995,42.80884204635544,82.862,117.032,34.17,41.23723781709349
Llama 3.3 70B Instruct,8k-1k,4,4,fp8,mi300x,h200_trt,12.382,8.786,3.596,29.04215797124859,642.24,907.9,265.65999999999997,41.364598903836566,76.899,107.852,30.953000000000003,40.25149871909908,642.24,907.9,265.65999999999997,41.364598903836566
Llama 3.3 70B Instruct,8k-1k,8,4,fp8,h200,mi300x,12.893,16.607,3.7139999999999986,28.806329015744964,1258.007,974.772,283.235,22.51458060249267,74.93,58.486,16.44400000000001,21.945816095022032,1258.007,974.772,283.235,22.51458060249267
DeepSeek R1 0528,8k-1k,4,8,fp4,mi355x,b200,13.976,9.967,4.009,28.684888380080135,293.817,358.728,64.911,22.092322772337884,68.549,95.496,26.94699999999999,39.31056616434957,293.817,358.728,64.911,22.092322772337884
Llama 3.3 70B Instruct,1k-8k,8,2,fp8,b200_trt,mi355x,74.107,95.3,21.192999999999998,28.59783826089303,435.022,339.786,95.23599999999999,21.892226140287153,99.464,77.541,21.923000000000002,22.041140513150488,435.022,339.786,95.23599999999999,21.892226140287153
Llama 3.3 70B Instruct,1k-1k,4,8,fp8,h100,h200_trt,8.218,5.88,2.338,28.449744463373083,109.416,152.885,43.468999999999994,39.72819331724793,113.277,159.519,46.242000000000004,40.82205566884717,109.416,152.885,43.468999999999994,39.72819331724793
DeepSeek R1 0528,8k-1k,128,4,fp4,b200,b200_trt,60.296,43.176,17.119999999999997,28.39325991773915,4289.684,5979.666,1689.982,39.396421741088616,15.665,22.227,6.562000000000001,41.88956271943825,4289.684,5979.666,1689.982,39.396421741088616
DeepSeek R1 0528,1k-1k,8,8,fp4,mi355x,b200,13.092,9.41,3.6820000000000004,28.124045218454018,139.512,194.095,54.583,39.12423304088537,71.935,102.682,30.747,42.74275387502606,139.512,194.095,54.583,39.12423304088537
DeepSeek R1 0528,1k-8k,16,8,fp8,h200_trt,mi325x,144.492,184.697,40.20500000000001,27.82506990006368,112.431,87.829,24.602000000000004,21.881865321841847,51.372,40.217,11.155000000000001,21.714163357470998,112.431,87.829,24.602000000000004,21.881865321841847
